uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
0804eb05ede011ef81a98878734f76cf,7,1,S,186,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0804eb05ede011ef81a98878734f76cf,7,2,S,74,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Snap
0804eb05ede011ef81a98878734f76cf,6,1,S,175,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0804eb05ede011ef81a98878734f76cf,6,2,S,91,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Snap
0804eb05ede011ef81a98878734f76cf,5,1,S,186,Jane,0,Seth,2.0,Lucy,4.0,Amillion
0804eb05ede011ef81a98878734f76cf,5,2,S,68,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Snap
0804eb05ede011ef81a98878734f76cf,4,1,S,104,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0804eb05ede011ef81a98878734f76cf,4,2,S,42,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Snap
0804eb06ede011efa4b38878734f76cf,7,1,S,137,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
0804eb06ede011efa4b38878734f76cf,7,2,S,66,Astra Yao,0,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0804eb06ede011efa4b38878734f76cf,6,1,S,132,Burnice,0,Lucy,6.0,Yanagi,0.0,Red Moccus
0804eb06ede011efa4b38878734f76cf,6,2,S,61,Astra Yao,0,Nicole,6.0,Miyabi,2.0,Resonaboo
0804eb06ede011efa4b38878734f76cf,5,1,S,163,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
0804eb06ede011efa4b38878734f76cf,5,2,S,54,Astra Yao,0,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0804eb06ede011efa4b38878734f76cf,4,1,S,120,Astra Yao,0,Qingyi,0.0,Harumasa,0.0,Electroboo
0804eb06ede011efa4b38878734f76cf,4,2,S,52,Nicole,6,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0804eb07ede011efaba98878734f76cf,6,1,S,181,Yanagi,0,Caesar,0.0,Rina,0.0,Electroboo
0804eb07ede011efaba98878734f76cf,6,2,S,96,Miyabi,0,Lycaon,1.0,Soukaku,6.0,Agent Gulliver
0804eb07ede011efaba98878734f76cf,5,1,A,215,Piper,6,Caesar,0.0,Lucy,4.0,Bangvolver
0804eb07ede011efaba98878734f76cf,5,2,A,101,Miyabi,0,Rina,0.0,Yanagi,0.0,Agent Gulliver
0804eb07ede011efaba98878734f76cf,4,1,S,130,Yanagi,0,Caesar,0.0,Rina,0.0,Electroboo
0804eb07ede011efaba98878734f76cf,4,2,S,64,Miyabi,0,Lycaon,1.0,Soukaku,6.0,Agent Gulliver
0804eb08ede011ef9fa18878734f76cf,7,1,S,138,Yanagi,0,Burnice,0.0,Lucy,6.0,Plugboo
0804eb08ede011ef9fa18878734f76cf,7,2,S,61,Miyabi,2,Astra Yao,0.0,,,Sharkboo
0804eb08ede011ef9fa18878734f76cf,6,1,S,120,Yanagi,0,Burnice,0.0,Lucy,6.0,Plugboo
0804eb08ede011ef9fa18878734f76cf,6,2,S,56,Miyabi,2,Astra Yao,0.0,,,Sharkboo
0804eb08ede011ef9fa18878734f76cf,5,1,S,169,Harumasa,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
0804eb08ede011ef9fa18878734f76cf,5,2,S,75,Miyabi,2,,,,,Sharkboo
0804eb08ede011ef9fa18878734f76cf,4,1,S,74,Harumasa,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
0804eb08ede011ef9fa18878734f76cf,4,2,S,46,Miyabi,2,,,,,Sharkboo
0804eb09ede011efba4a8878734f76cf,7,1,S,116,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
0804eb09ede011efba4a8878734f76cf,7,2,S,122,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0804eb09ede011efba4a8878734f76cf,6,1,S,74,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0804eb09ede011efba4a8878734f76cf,6,2,S,130,Lycaon,0,Lighter,1.0,Lucy,6.0,Sharkboo
0804eb09ede011efba4a8878734f76cf,5,1,S,104,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0804eb09ede011efba4a8878734f76cf,5,2,S,110,Lycaon,0,Lighter,1.0,Lucy,6.0,Sharkboo
0804eb09ede011efba4a8878734f76cf,4,1,S,65,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0804eb09ede011efba4a8878734f76cf,4,2,S,66,Lycaon,0,Lighter,1.0,Lucy,6.0,Sharkboo
0804eb0aede011efb6588878734f76cf,7,1,S,110,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap
0804eb0aede011efb6588878734f76cf,7,2,S,81,Miyabi,1,Burnice,0.0,Lucy,6.0,Rocketboo
0804eb0aede011efb6588878734f76cf,6,1,S,161,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap
0804eb0aede011efb6588878734f76cf,6,2,S,66,Miyabi,1,Burnice,0.0,Lucy,6.0,Rocketboo
0804eb0aede011efb6588878734f76cf,5,1,S,102,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap
0804eb0aede011efb6588878734f76cf,5,2,S,50,Miyabi,1,Burnice,0.0,Lucy,6.0,Rocketboo
0804eb0aede011efb6588878734f76cf,4,1,S,62,Miyabi,1,Burnice,0.0,Lucy,6.0,Rocketboo
0804eb0aede011efb6588878734f76cf,4,2,S,102,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap
0804eb0bede011ef8e698878734f76cf,7,1,S,71,Miyabi,0,Soukaku,6.0,Astra Yao,0.0,Sharkboo
0804eb0bede011ef8e698878734f76cf,7,2,S,124,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0804eb0bede011ef8e698878734f76cf,6,1,S,108,Harumasa,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
0804eb0bede011ef8e698878734f76cf,6,2,S,134,Zhu Yuan,0,Anby,6.0,Nicole,6.0,Resonaboo
0804eb0bede011ef8e698878734f76cf,5,1,S,110,Jane,0,Seth,4.0,Astra Yao,0.0,Officer Cui
0804eb0bede011ef8e698878734f76cf,5,2,S,70,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0804eb0bede011ef8e698878734f76cf,4,1,S,64,Harumasa,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
0804eb0bede011ef8e698878734f76cf,4,2,S,79,Zhu Yuan,0,Anby,6.0,Nicole,6.0,Resonaboo
0804eb0cede011efafec8878734f76cf,7,1,S,184,Astra Yao,0,Jane,0.0,Seth,5.0,Officer Cui
0804eb0cede011efafec8878734f76cf,7,2,S,68,Miyabi,1,Lycaon,0.0,Soukaku,6.0,Sharkboo
0804eb0cede011efafec8878734f76cf,6,1,S,211,Astra Yao,0,Yanagi,0.0,Seth,5.0,Luckyboo
0804eb0cede011efafec8878734f76cf,6,2,S,70,Miyabi,1,Lycaon,0.0,Soukaku,6.0,Sharkboo
