uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
1000000,7,1,S,138,Alice,0,Yuzuha,0,Burnice,0,Robin
1000000,7,2,S,154,Seed,0,Soldier 11,3,Trigger,0,Miss Esme
1021145,7,1,S,119,Yixuan,1,Pan Yinhu,5,Astra Yao,0,Belion
1021145,7,2,S,147,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Plugboo
1000001,7,1,S,139,Vivian,0,Yuzuha,0,Burnice,0,Robin
1000001,7,2,S,103,Ju Fufu,0,Seed,0,Orphie & Magus,0,Mercury
1000002,7,1,S,129,Yixuan,0,Pan Yinhu,4,Astra Yao,0,Belion
1000002,7,2,S,112,Jane,0,Vivian,0,Yuzuha,0,Miss Esme
1000003,7,1,S,95,Astra Yao,0,Lighter,6,Evelyn,0,Snap
1000003,7,2,S,115,Yuzuha,0,Yanagi,0,Miyabi,0,Penguinboo
1000004,7,1,S,151,Yixuan,0,Pan Yinhu,6,Pulchra,6,Belion
1000004,7,2,S,119,Evelyn,0,Trigger,0,Astra Yao,0,Snap
1000005,7,1,S,88,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion
1000005,7,2,S,78,Miyabi,2,Vivian,0,Yuzuha,0,Robin
1021146,7,1,S,148,Yixuan,0,Pan Yinhu,2,Lucy,6,Belion
1021146,7,2,S,115,Jane,2,Seth,6,Yuzuha,0,Bangvolver
1021147,7,1,A,138,Evelyn,0,Orphie & Magus,0,Astra Yao,0,Magnetiboo
1021147,7,2,A,215,Jane,1,Yanagi,0,Burnice,0,Agent Gulliver
1000006,7,1,S,156,Pulchra,6,Yixuan,0,Pan Yinhu,4,Snap
1000006,7,2,S,132,Orphie & Magus,0,Soldier 0 - Anby,0,Astra Yao,0,Mercury
1000007,7,1,S,110,Yixuan,0,Ju Fufu,0,Astra Yao,0,Resonaboo
1000007,7,2,S,135,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Plugboo
1000008,7,1,S,148,Yixuan,0,Astra Yao,0,Ju Fufu,0,Belion
1000008,7,2,S,151,Yuzuha,0,Alice,0,Vivian,0,Miss Esme
1000009,7,1,S,210,Ellen,0,Lycaon,4,Astra Yao,0,Snap
1000009,7,2,S,79,Soldier 0 - Anby,0,Trigger,1,Orphie & Magus,1,Mercury
1021148,7,1,S,93,Yixuan,1,Ju Fufu,0,Astra Yao,0,Snap
1021148,7,2,S,120,Miyabi,0,Yuzuha,0,Yanagi,0,Belion
1000010,7,1,S,99,Yixuan,1,Pan Yinhu,6,Pulchra,6,Belion
