uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
cd64efb7ede011ef9b888878734f76cf,1,1,12255,Notorious - Dead End Butcher,Rapid Aid,Jane,0,Seth,2.0,Lucy,4.0,Amillion,1704
cd64efb7ede011ef9b888878734f76cf,2,2,14963,Autonomous Assault Unit - Typhon Destroyer,Dazing Force,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,1704
cd64efb7ede011ef9b888878734f76cf,3,3,37130,Notorious - Marionette,Interrupt,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Snap,1704
cd64efb8ede011ef957e8878734f76cf,1,3,29366,Notorious - Dead End Butcher,Interrupt,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo,1507
cd64efb8ede011ef957e8878734f76cf,2,3,22616,Autonomous Assault Unit - Typhon Destroyer,Interrupt,Harumasa,0,Qingyi,0.0,Astra Yao,0.0,Plugboo,1507
cd64efb8ede011ef957e8878734f76cf,3,3,21965,Notorious - Marionette,Rapid Aid,Yanagi,0,Burnice,0.0,Lucy,6.0,Rocketboo,1507
cd64efb9ede011efa8ac8878734f76cf,1,1,11888,Notorious - Dead End Butcher,Interrupt,Ellen,4,Lycaon,1.0,Soukaku,6.0,Sharkboo,8891
cd64efbaede011ef9ec78878734f76cf,2,3,34541,Autonomous Assault Unit - Typhon Destroyer,Interrupt,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo,2686
cd64efbaede011ef9ec78878734f76cf,3,3,21985,Notorious - Marionette,Interrupt,Lycaon,0,Lighter,1.0,Lucy,6.0,Sharkboo,2686
cd64efbbede011efa9178878734f76cf,1,1,12518,Notorious - Dead End Butcher,Dazing Force,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap,2111
cd64efbbede011efa9178878734f76cf,2,2,18867,Autonomous Assault Unit - Typhon Destroyer,Interrupt,Harumasa,0,Qingyi,0.0,Nicole,6.0,Plugboo,2111
cd64efbbede011efa9178878734f76cf,3,3,37405,Notorious - Marionette,Interrupt,Miyabi,1,Burnice,0.0,Lucy,6.0,Rocketboo,2111
cd64efbcede011efbb1c8878734f76cf,1,3,30338,Notorious - Dead End Butcher,Rapid Aid,Miyabi,0,Lucy,6.0,Soukaku,6.0,Rocketboo,319
