uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
9b67592f251c11f08b6e8878734f76cf,7,1,S,192,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
9b67592f251c11f08b6e8878734f76cf,7,2,S,81,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
9b67592f251c11f08b6e8878734f76cf,6,1,S,160,Jane,0,Seth,3.0,Lucy,4.0,Snap
9b67592f251c11f08b6e8878734f76cf,6,2,S,64,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
9b67592f251c11f08b6e8878734f76cf,5,1,S,69,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
9b67592f251c11f08b6e8878734f76cf,5,2,S,141,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
9b67592f251c11f08b6e8878734f76cf,4,1,S,124,Jane,0,Seth,3.0,Lucy,4.0,Snap
9b67592f251c11f08b6e8878734f76cf,4,2,S,36,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
9b6759dd251c11f0b1598878734f76cf,7,1,S,152,Burnice,0,Lucy,6.0,Yanagi,0.0,Red Moccus
9b6759dd251c11f0b1598878734f76cf,7,2,S,67,Astra Yao,0,Nicole,6.0,Miyabi,2.0,Resonaboo
9b6759dd251c11f0b1598878734f76cf,6,1,S,102,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
9b6759dd251c11f0b1598878734f76cf,6,2,S,52,Astra Yao,0,Nicole,6.0,Miyabi,2.0,Resonaboo
9b6759dd251c11f0b1598878734f76cf,5,1,S,113,Burnice,0,Lucy,6.0,Yanagi,0.0,Red Moccus
9b6759dd251c11f0b1598878734f76cf,5,2,S,78,Astra Yao,0,Nicole,6.0,Miyabi,2.0,Resonaboo
9b6759dd251c11f0b1598878734f76cf,4,1,S,74,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
9b6759dd251c11f0b1598878734f76cf,4,2,S,39,Astra Yao,0,Nicole,6.0,Miyabi,2.0,Resonaboo
9b62f1a9251c11f0ba298878734f76cf,6,1,S,172,Evelyn,0,Caesar,0.0,Lucy,6.0,Red Moccus
9b62f1a9251c11f0ba298878734f76cf,6,2,S,97,Miyabi,1,Rina,0.0,Yanagi,0.0,Agent Gulliver
9b62f1a9251c11f0ba298878734f76cf,5,1,S,85,Miyabi,1,Rina,0.0,Yanagi,0.0,Agent Gulliver
9b62f1a9251c11f0ba298878734f76cf,5,2,S,155,Evelyn,0,Caesar,0.0,Lucy,6.0,Red Moccus
9b62f1a9251c11f0ba298878734f76cf,4,1,S,110,Evelyn,0,Caesar,0.0,Lucy,6.0,Red Moccus
9b62f1a9251c11f0ba298878734f76cf,4,2,S,65,Miyabi,1,Rina,0.0,Yanagi,0.0,Agent Gulliver
9b675a24251c11f0be2c8878734f76cf,7,1,S,118,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
9b675a24251c11f0be2c8878734f76cf,7,2,S,89,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo
9b675a24251c11f0be2c8878734f76cf,6,1,S,137,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
9b675a24251c11f0be2c8878734f76cf,6,2,S,55,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo
9b675a24251c11f0be2c8878734f76cf,5,1,S,70,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
9b675a24251c11f0be2c8878734f76cf,5,2,S,79,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo
9b675a24251c11f0be2c8878734f76cf,4,1,S,84,Yanagi,0,Burnice,0.0,Lucy,6.0,Plugboo
9b675a24251c11f0be2c8878734f76cf,4,2,S,36,Miyabi,2,Rina,1.0,Astra Yao,0.0,Sharkboo
9b62f213251c11f0bc038878734f76cf,7,1,S,80,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
9b62f213251c11f0bc038878734f76cf,7,2,S,146,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
9b62f213251c11f0bc038878734f76cf,6,1,S,107,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
9b62f213251c11f0bc038878734f76cf,6,2,S,82,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
9b62f213251c11f0bc038878734f76cf,5,1,S,73,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
9b62f213251c11f0bc038878734f76cf,5,2,S,98,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
9b62f213251c11f0bc038878734f76cf,4,1,S,94,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
9b62f213251c11f0bc038878734f76cf,4,2,S,62,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
