uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
6fd38b91d3ae11efb1878878734f76cf,1,3,21595,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Soukaku,6.0,,,Sharkboo,4188
6fd38b91d3ae11efb1878878734f76cf,2,1,11674,Autonomous Assault Unit - Typhon Destroyer,Graceful Mastery,Jane,0,Seth,2.0,Lucy,4.0,Amillion,4188
6fd38b91d3ae11efb1878878734f76cf,3,2,16131,Dead End Butcher,Swift Resolution,Zhu Yuan,0,Qingyi,0.0,Nicole,5.0,Resonaboo,4188
6fd38b92d3ae11ef97178878734f76cf,1,3,20220,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Piper,6.0,Lucy,4.0,Rocketboo,3768
6fd38b92d3ae11ef97178878734f76cf,2,3,20190,Autonomous Assault Unit - Typhon Destroyer,Graceful Mastery,Yanagi,0,Seth,3.0,Rina,0.0,Electroboo,3768
6fd38b92d3ae11ef97178878734f76cf,3,1,11244,Dead End Butcher,Swift Resolution,Ellen,0,Lycaon,1.0,Soukaku,6.0,Sharkboo,3768
6fd38b93d3ae11ef9e4a8878734f76cf,1,2,15527,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Piper,4.0,Lucy,6.0,Cryboo,7030
6fd38b93d3ae11ef9e4a8878734f76cf,3,2,15035,Dead End Butcher,Swift Resolution,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,7030
6fd38b94d3ae11ef97718878734f76cf,1,3,21510,Sacrifice - Bringer,Swift Resolution,Miyabi,2,,,,,,1541
6fd38b94d3ae11ef97718878734f76cf,2,3,26911,Autonomous Assault Unit - Typhon Destroyer,Graceful Mastery,Yanagi,0,Burnice,0.0,Lucy,6.0,Plugboo,1541
6fd38b94d3ae11ef97718878734f76cf,3,3,25940,Dead End Butcher,Swift Resolution,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,1541
6fd38b95d3ae11ef94e78878734f76cf,2,3,22760,Autonomous Assault Unit - Typhon Destroyer,Swift Resolution,Harumasa,2,Lycaon,0.0,Rina,0.0,Plugboo,5323
6fd38b95d3ae11ef94e78878734f76cf,3,3,20499,Dead End Butcher,Swift Resolution,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo,5323
6fd38b96d3ae11efbc4b8878734f76cf,1,3,34093,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Lucy,6.0,Soukaku,6.0,Sharkboo,322
6fd38b96d3ae11efbc4b8878734f76cf,2,3,22676,Autonomous Assault Unit - Typhon Destroyer,Graceful Mastery,Jane,0,Seth,4.0,Caesar,0.0,Officer Cui,322
6fd38b96d3ae11efbc4b8878734f76cf,3,3,28331,Dead End Butcher,Swift Resolution,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,322
6fd38b97d3ae11efb3b48878734f76cf,1,3,20078,Sacrifice - Bringer,Graceful Mastery,Miyabi,1,Yanagi,0.0,Soukaku,6.0,Agent Gulliver,4393
6fd38b97d3ae11efb3b48878734f76cf,2,1,12171,Autonomous Assault Unit - Typhon Destroyer,Swift Resolution,Jane,0,Seth,5.0,Lucy,5.0,Officer Cui,4393
6fd38b97d3ae11efb3b48878734f76cf,3,2,16068,Dead End Butcher,Overthrow,Zhu Yuan,1,Anby,6.0,Nicole,6.0,Resonaboo,4393
6fd38b98d3ae11ef917d8878734f76cf,1,3,35444,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Burnice,0.0,Lucy,6.0,Rocketboo,6427
6fd38b99d3ae11efaa268878734f76cf,1,3,30754,Sacrifice - Bringer,Graceful Mastery,Burnice,0,Lucy,6.0,Miyabi,0.0,Red Moccus,866
6fd38b99d3ae11efaa268878734f76cf,2,3,24974,Autonomous Assault Unit - Typhon Destroyer,Graceful Mastery,Rina,1,Yanagi,0.0,Harumasa,0.0,Agent Gulliver,866
6fd38b99d3ae11efaa268878734f76cf,3,3,20144,Dead End Butcher,Overthrow,Ellen,0,Lycaon,1.0,Caesar,0.0,Sharkboo,866
6fd38b9ad3ae11ef9d618878734f76cf,1,3,23503,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Grace,0.0,Soukaku,6.0,Agent Gulliver,1792
6fd38b9ad3ae11ef9d618878734f76cf,2,3,20703,Autonomous Assault Unit - Typhon Destroyer,Overthrow,Harumasa,0,Qingyi,0.0,Rina,3.0,Plugboo,1792
6fd38b9ad3ae11ef9d618878734f76cf,3,3,22416,Dead End Butcher,Graceful Mastery,Jane,0,Seth,6.0,Lucy,3.0,Officer Cui,1792
6fd38b9bd3ae11ef9f588878734f76cf,3,1,10670,Dead End Butcher,Graceful Mastery,Burnice,1,Lucy,6.0,Piper,6.0,Red Moccus,9426
6fd38b9cd3ae11ef99178878734f76cf,1,3,39157,Sacrifice - Bringer,Graceful Mastery,Miyabi,0,Burnice,0.0,Lucy,6.0,Rocketboo,941
6fd38b9cd3ae11ef99178878734f76cf,2,2,18949,Autonomous Assault Unit - Typhon Destroyer,Graceful Mastery,Jane,0,Seth,5.0,Caesar,0.0,Bangvolver,941
