uid,phase,name,level,cons,weapon,element,artifacts
f14d24e362b911ef83eb28c2dd2980ba,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
f14d24e362b911ef83eb28c2dd2980ba,,Qingyi,50,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
f14d24e362b911ef83eb28c2dd2980ba,,Ellen,50,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Polar Metal"
f14d24e362b911ef83eb28c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Hormone Punk, Polar Metal"
f14d24e362b911ef83eb28c2dd2980ba,,Nicole,50,4,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
f14d24e362b911ef83eb28c2dd2980ba,,Anby,40,4,Demara Battery Mark II,Electric,"4p Shockstar Disco, Thunder Metal"
f14d4bf662b911efa84928c2dd2980ba,,Zhu Yuan,60,1,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
f14d4bf662b911efa84928c2dd2980ba,,Soldier 11,60,0,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
f14d4bf662b911efa84928c2dd2980ba,,Lucy,60,4,Kaboom the Cannon,Fire,"4p Swing Jazz, Chaotic Metal"
f14d4bf662b911efa84928c2dd2980ba,,Qingyi,50,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
f14d4bf662b911efa84928c2dd2980ba,,Koleda,50,1,Steam Oven,Fire,"4p Shockstar Disco, Swing Jazz"
f14d4bf662b911efa84928c2dd2980ba,,Nicole,50,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
f14d4bf662b911efa84928c2dd2980ba,,Anby,40,4,,Electric,"Swing Jazz, Flex"
f14d4bf762b911efb82f28c2dd2980ba,,Zhu Yuan,50,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
f14d4bf762b911efb82f28c2dd2980ba,,Ellen,50,1,The Brimstone,Ice,"4p Woodpecker Electro, Puffer Electro"
f14d4bf762b911efb82f28c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
f14d4bf762b911efb82f28c2dd2980ba,,Anby,50,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
f14d4bf762b911efb82f28c2dd2980ba,,Koleda,45,0,Steam Oven,Fire,"4p Shockstar Disco, Swing Jazz"
f14d4bf762b911efb82f28c2dd2980ba,,Nicole,45,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
f14d4bf862b911efbe6328c2dd2980ba,,Ellen,60,0,Starlight Engine,Ice,"4p Polar Metal, Woodpecker Electro"
f14d4bf862b911efbe6328c2dd2980ba,,Soldier 11,60,0,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
f14d4bf862b911efbe6328c2dd2980ba,,Piper,50,0,Roaring Ride,Physical,"4p Freedom Blues, Fanged Metal"
f14d4bf862b911efbe6328c2dd2980ba,,Lucy,50,1,Slice of Time,Fire,"4p Swing Jazz, Freedom Blues"
f14d4bf862b911efbe6328c2dd2980ba,,Soukaku,50,6,Slice of Time,Ice,"4p Swing Jazz, Freedom Blues"
f14d4bf862b911efbe6328c2dd2980ba,,Lycaon,45,1,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
f14d4bf962b911efad3128c2dd2980ba,,Ellen,57,1,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
f14d4bf962b911efad3128c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
f14d4bf962b911efad3128c2dd2980ba,,Qingyi,60,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
f14d4bf962b911efad3128c2dd2980ba,,Koleda,50,0,Demara Battery Mark II,Fire,"4p Shockstar Disco, Swing Jazz"
f14d4bfa62b911ef873128c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Puffer Electro"
f14d4bfa62b911ef873128c2dd2980ba,,Zhu Yuan,57,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
f14d4bfa62b911ef873128c2dd2980ba,,Lycaon,50,0,The Restrained,Ice,"4p Shockstar Disco, Swing Jazz"
f14d4bfa62b911ef873128c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Woodpecker Electro"
f14d4bfa62b911ef873128c2dd2980ba,,Nicole,50,5,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
f14d4bfa62b911ef873128c2dd2980ba,,Anby,45,1,Demara Battery Mark II,Electric,"Shockstar Disco, Flex"
f14d4bfb62b911ef9e9728c2dd2980ba,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
f14d4bfb62b911ef9e9728c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
f14d4bfb62b911ef9e9728c2dd2980ba,,Qingyi,57,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
f14d4bfb62b911ef9e9728c2dd2980ba,,Lycaon,50,1,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
f14d4bfb62b911ef9e9728c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
f14d4bfb62b911ef9e9728c2dd2980ba,,Nicole,45,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
f14d4bfc62b911efa47728c2dd2980ba,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
f14d4bfc62b911efa47728c2dd2980ba,,Zhu Yuan,60,0,The Brimstone,Ether,"4p Chaotic Metal, Hormone Punk"
f14d4bfc62b911efa47728c2dd2980ba,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Hormone Punk"
f14d4bfc62b911efa47728c2dd2980ba,,Lycaon,50,1,The Restrained,Ice,"4p Shockstar Disco, Flex"
f14d4bfc62b911efa47728c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
f14d4bfc62b911efa47728c2dd2980ba,,Nicole,50,6,The Vault,Ether,"Chaotic Metal, Swing Jazz, Flex"
f14d4bfd62b911ef9bb428c2dd2980ba,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Thunder Metal"
f14d4bfd62b911ef9bb428c2dd2980ba,,Soldier 11,60,0,Starlight Engine,Fire,"4p Inferno Metal, Flex"
f14d4bfd62b911ef9bb428c2dd2980ba,,Nekomata,56,0,Steel Cushion,Physical,"Fanged Metal, Woodpecker Electro, Hormone Punk"
f14d4bfd62b911ef9bb428c2dd2980ba,,Lucy,50,1,[Reverb] Mark II,Fire,"4p Swing Jazz, Hormone Punk"
f14d4bfd62b911ef9bb428c2dd2980ba,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Woodpecker Electro"
f14d4bfd62b911ef9bb428c2dd2980ba,,Ben,40,2,[Identity] Base,Fire,"4p Shockstar Disco, Puffer Electro"
f14d4bfe62b911efa4f828c2dd2980ba,,Lycaon,60,0,Ice-Jade Teapot,Ice,"4p Polar Metal, Woodpecker Electro"
f14d4bfe62b911efa4f828c2dd2980ba,,Ben,60,1,Big Cylinder,Fire,"4p Inferno Metal, Soul Rock"
f14d4bfe62b911efa4f828c2dd2980ba,,Anton,60,1,Drill Rig - Red Axis,Electric,"4p Thunder Metal, Woodpecker Electro"
f14d4bfe62b911efa4f828c2dd2980ba,,Billy,60,2,Starlight Engine Replica,Physical,"4p Woodpecker Electro, Puffer Electro"
f14d4bff62b911efadbe28c2dd2980ba,,Ellen,55,0,Starlight Engine,Ice,"4p Woodpecker Electro, Polar Metal"
f14d4bff62b911efadbe28c2dd2980ba,,Nekomata,55,0,Starlight Engine,Physical,"4p Woodpecker Electro, Hormone Punk"
f14d4bff62b911efadbe28c2dd2980ba,,Piper,52,1,Roaring Ride,Physical,"4p Freedom Blues, Flex"
