uid,phase,name,level,cons,weapon,element,artifacts
187beb4479a911efbd8f8878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
187beb4479a911efbd8f8878734f76cf,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
187beb4479a911efbd8f8878734f76cf,,Seth,60,2,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Freedom Blues"
187beb4479a911efbd8f8878734f76cf,,Qingyi,50,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
187beb4479a911efbd8f8878734f76cf,,Lucy,50,2,Kaboom the Cannon,Fire,"4p Hormone Punk, Swing Jazz"
187beb4479a911efbd8f8878734f76cf,,Nicole,50,5,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
187beb4579a911efb7768878734f76cf,,Zhu Yuan,50,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
187beb4579a911efb7768878734f76cf,,Ellen,50,1,The Brimstone,Ice,"4p Woodpecker Electro, Puffer Electro"
187beb4579a911efb7768878734f76cf,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
187beb4579a911efb7768878734f76cf,,Anby,50,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
187beb4579a911efb7768878734f76cf,,Koleda,45,0,Steam Oven,Fire,"4p Shockstar Disco, Swing Jazz"
187beb4579a911efb7768878734f76cf,,Nicole,45,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
187beb4679a911efb3378878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
187beb4679a911efb3378878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Puffer Electro"
187beb4679a911efb3378878734f76cf,,Seth,60,5,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
187beb4679a911efb3378878734f76cf,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
187beb4679a911efb3378878734f76cf,,Lycaon,57,0,[Vortex] Arrow,Ice,"4p Shockstar Disco, Swing Jazz"
187beb4679a911efb3378878734f76cf,,Lucy,50,1,Kaboom the Cannon,Fire,"4p Swing Jazz, Inferno Metal"
187beb4779a911ef9a168878734f76cf,,Ellen,60,0,Starlight Engine,Ice,"4p Polar Metal, Woodpecker Electro"
187beb4779a911ef9a168878734f76cf,,Soldier 11,60,0,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
187beb4779a911ef9a168878734f76cf,,Piper,51,1,Roaring Ride,Physical,"4p Fanged Metal, Freedom Blues"
187beb4779a911ef9a168878734f76cf,,Lucy,51,1,Slice of Time,Fire,"4p Swing Jazz, Hormone Punk"
187beb4779a911ef9a168878734f76cf,,Soukaku,51,6,Slice of Time,Ice,"4p Swing Jazz, Freedom Blues"
187beb4779a911ef9a168878734f76cf,,Lycaon,50,1,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
187beb4879a911efb6a08878734f76cf,,Ellen,60,1,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
187beb4879a911efb6a08878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
187beb4879a911efb6a08878734f76cf,,Qingyi,60,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
187beb4879a911efb6a08878734f76cf,,Koleda,50,0,,Fire,"4p Shockstar Disco, Woodpecker Electro"
187beb4879a911efb6a08878734f76cf,,Rina,60,0,Kaboom the Cannon,Electric,"4p Swing Jazz, Puffer Electro"
187beb4979a911ef83858878734f76cf,,Qingyi,60,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
187beb4979a911ef83858878734f76cf,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
187beb4979a911ef83858878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Woodpecker Electro, Puffer Electro"
187beb4979a911ef83858878734f76cf,,Lycaon,60,0,The Restrained,Ice,"4p Shockstar Disco, Swing Jazz"
187beb4979a911ef83858878734f76cf,,Koleda,50,1,,Fire,"4p Shockstar Disco, Swing Jazz"
187beb4979a911ef83858878734f76cf,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Woodpecker Electro"
187beb4979a911ef83858878734f76cf,,Nicole,50,5,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
187beb4a79a911efb43b8878734f76cf,,Qingyi,60,0,Hellfire Gears,Electric,"4p Shockstar Disco, Swing Jazz"
187beb4a79a911efb43b8878734f76cf,,Zhu Yuan,60,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
187beb4a79a911efb43b8878734f76cf,,Ellen,60,0,Deep Sea Visitor,Ice,"4p Polar Metal, Woodpecker Electro"
187beb4a79a911efb43b8878734f76cf,,Lycaon,55,1,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
187beb4a79a911efb43b8878734f76cf,,Soukaku,51,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
187beb4a79a911efb43b8878734f76cf,,Nicole,51,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
