uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
1000000,1,3,21326,Miasma Priest,Dream Delusion,Alice,0,Vivian,0,Yuzuha,0,Miss Esme,47.01%
1000000,2,3,25882,The Defiler,Combined Attack,Astra Yao,0,Seed,0,Soldier 11,3,Officer Cui,47.01%
1000000,3,3,20816,Notorious - Dead End Butcher,Dream Delusion,Miyabi,2,Yanagi,0,Burnice,0,Agent Gulliver,47.01%
1000001,1,3,20767,Miasma Priest,Pinnacle,Ju Fufu,0,Yixuan,0,Pan Yinhu,6,Belion,18.53%
1000001,2,3,31798,The Defiler,Combined Attack,Astra Yao,0,Seed,0,Orphie & Magus,0,Mercury,18.53%
1000001,3,3,29286,Notorious - Dead End Butcher,Dream Delusion,Yuzuha,0,Miyabi,1,Yanagi,0,Agent Gulliver,18.53%
1000002,1,3,35468,Miasma Priest,Pinnacle,Yixuan,0,Pan Yinhu,4,Lucia,0,Belion,14.74%
1000002,2,3,20498,The Defiler,Combined Attack,Soldier 0 - Anby,0,Harumasa,0,Astra Yao,0,Plugboo,14.74%
1000002,3,3,30971,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Vivian,0,Yuzuha,0,Resonaboo,14.74%
1000003,1,3,36429,Miasma Priest,Pinnacle,Lucia,1,Manato,6,Ju Fufu,0,Rocketboo,9.98%
1000003,2,3,27694,The Defiler,Combined Attack,Astra Yao,0,Lighter,6,Evelyn,0,Snap,9.98%
1000003,3,3,30362,Notorious - Dead End Butcher,Dream Delusion,Yuzuha,0,Yanagi,0,Miyabi,0,Penguinboo,9.98%
1000004,1,3,31379,Miasma Priest,Pinnacle,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion,49.79%
1000004,3,3,23899,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Trigger,0,Astra Yao,0,Agent Gulliver,49.79%
1000005,1,3,42741,Miasma Priest,Pinnacle,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion,3.58%
1000005,2,3,31284,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Astra Yao,0,Plugboo,3.58%
1000005,3,3,41495,Notorious - Dead End Butcher,Dream Delusion,Miyabi,2,Vivian,0,Yuzuha,0,Robin,3.58%
1021146,1,3,36113,Miasma Priest,Pinnacle,Lucia,0,Yixuan,0,Pan Yinhu,2,Belion,75.12%
1000006,1,2,18116,Miasma Priest,Pinnacle,Pulchra,6,Yixuan,0,Pan Yinhu,5,Snap,30.92%
1000006,2,3,27054,The Defiler,Combined Attack,Orphie & Magus,0,Soldier 0 - Anby,0,Astra Yao,0,Mercury,30.92%
1000006,3,3,24568,Notorious - Dead End Butcher,Dream Delusion,Miyabi,1,Yuzuha,0,Soukaku,6,Sharkboo,30.92%
1000007,1,3,44746,Miasma Priest,Pinnacle,Yixuan,0,Ju Fufu,0,Lucia,0,Resonaboo,4.78%
1000007,2,3,30104,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Plugboo,4.78%
1000007,3,3,49628,Notorious - Dead End Butcher,Dream Delusion,Miyabi,1,Yuzuha,0,Soukaku,6,Sharkboo,4.78%
1000008,1,3,43514,Miasma Priest,Pinnacle,Lucia,0,Yixuan,0,Ju Fufu,0,Belion,4.97%
1000008,2,3,30098,The Defiler,Combined Attack,Astra Yao,0,Trigger,0,Soldier 0 - Anby,0,Plugboo,4.97%
1000008,3,3,34960,Notorious - Dead End Butcher,Dream Delusion,Yuzuha,0,Miyabi,3,Vivian,0,Sharkboo,4.97%
1000009,1,1,13138,Miasma Priest,Dream Delusion,Burnice,0,Jane,0,Yuzuha,0,Luckyboo,22.73%
1000009,2,3,47991,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,1,Orphie & Magus,1,Mercury,22.73%
1000009,3,2,16088,Notorious - Dead End Butcher,Combined Attack,Ellen,0,Lycaon,4,Astra Yao,0,Sharkboo,22.73%
1021148,1,3,33048,Miasma Priest,Pinnacle,Ju Fufu,0,Yixuan,1,Pan Yinhu,6,Belion,25.16%
1021148,2,3,23564,The Defiler,Combined Attack,Trigger,0,Harumasa,0,Seed,0,Snap,25.16%
1021148,3,3,29123,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Yuzuha,0,Yanagi,0,Agent Gulliver,25.16%
1000010,1,3,51933,Miasma Priest,Pinnacle,Yixuan,1,Pan Yinhu,6,Lucia,0,Belion,1.26%
1000010,2,3,37837,The Defiler,Combined Attack,Soldier 0 - Anby,0,Orphie & Magus,0,Astra Yao,0,Mercury,1.26%
1000010,3,3,46361,Notorious - Dead End Butcher,Dream Delusion,Miyabi,2,Vivian,0,Yuzuha,0,Robin,1.26%
1000011,1,3,47275,Miasma Priest,Pinnacle,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,5.86%
1000011,2,3,27518,The Defiler,Combined Attack,Soldier 11,2,Trigger,0,Orphie & Magus,0,Mercury,5.86%
1000011,3,3,44861,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Yuzuha,0,Soukaku,6,Sharkboo,5.86%
1000012,1,2,17316,Miasma Priest,Combined Attack,Soldier 11,4,Koleda,1,Astra Yao,0,Rocketboo,19.46%
1000012,2,3,27787,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Orphie & Magus,0,Mercury,19.46%
1000012,3,3,35934,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Yuzuha,0,Soukaku,6,Penguinboo,19.46%
1000013,1,3,58166,Miasma Priest,Pinnacle,Lucia,0,Yixuan,0,Ju Fufu,0,Resonaboo,1.25%
1000013,2,3,49174,The Defiler,Combined Attack,Orphie & Magus,1,Seed,0,Trigger,0,Mercury,1.25%
1000013,3,3,51060,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Yuzuha,0,Soukaku,6,Sharkboo,1.25%
1000014,1,3,21368,Miasma Priest,Pinnacle,Astra Yao,0,Ju Fufu,0,Yixuan,1,Belion,73.17%
1000014,3,2,16904,Notorious - Dead End Butcher,Dream Delusion,Miyabi,6,Soukaku,6,Vivian,1,Agent Gulliver,73.17%
1000015,1,3,20913,Miasma Priest,Combined Attack,Soldier 11,2,Lighter,0,Astra Yao,0,Rocketboo,13.41%
1000015,2,3,27262,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Nicole,6,Mercury,13.41%
1000015,3,3,52546,Notorious - Dead End Butcher,Dream Delusion,Miyabi,6,Yanagi,0,Yuzuha,0,Agent Gulliver,13.41%
1000016,1,3,65000,Miasma Priest,Pinnacle,Lucia,2,Yixuan,6,Ju Fufu,2,Belion,0.04%
1000016,2,3,65000,The Defiler,Combined Attack,Seed,6,Soldier 0 - Anby,6,Astra Yao,2,Snap,0.04%
1000016,3,3,65000,Notorious - Dead End Butcher,Dream Delusion,Yuzuha,2,Alice,6,Miyabi,6,Bangvolver,0.04%
1000017,1,3,23591,Miasma Priest,Pinnacle,Yixuan,0,Ju Fufu,0,Lucia,0,Belion,32.52%
1000017,2,3,29268,The Defiler,Combined Attack,Trigger,0,Seed,0,Soldier 0 - Anby,0,Mercury,32.52%
1000017,3,3,26186,Notorious - Dead End Butcher,Dream Delusion,Yuzuha,0,Burnice,0,Miyabi,2,Rocketboo,32.52%
1000019,2,3,21326,The Defiler,Combined Attack,Trigger,0,Soldier 0 - Anby,0,,,Mercury,67.22%
1000019,3,3,22492,Notorious - Dead End Butcher,Dream Delusion,Astra Yao,0,Nicole,6,Miyabi,0,Overtimeboo,67.22%
1000020,1,3,65000,Miasma Priest,Dream Delusion,Yuzuha,2,Alice,2,Vivian,6,Miss Esme,0.01%
1000020,2,3,65000,The Defiler,Pinnacle,Lucia,2,Yixuan,6,Ju Fufu,2,Belion,0.01%
1000020,3,3,65000,Notorious - Dead End Butcher,Dream Delusion,Astra Yao,4,Yanagi,6,Miyabi,6,Snap,0.01%
1000021,1,2,16047,Miasma Priest,Dream Delusion,Jane,0,Burnice,0,Yuzuha,0,Bangvolver,51.79%
1000021,2,3,26012,The Defiler,Combined Attack,Soldier 0 - Anby,0,Trigger,0,Nicole,6,Snap,51.79%
1000021,3,1,11799,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Lighter,0,Lucy,6,Rocketboo,51.79%
1000022,1,3,39274,Miasma Priest,Pinnacle,Yixuan,0,Lucia,0,Astra Yao,0,Snap,14.27%
1000022,2,3,24309,The Defiler,Combined Attack,Soldier 0 - Anby,0,Seed,0,Trigger,0,Resonaboo,14.27%
1000022,3,3,23724,Notorious - Dead End Butcher,Dream Delusion,Miyabi,0,Vivian,0,Yuzuha,0,Agent Gulliver,14.27%
1000023,1,3,55760,Miasma Priest,Pinnacle,Lucia,0,Yixuan,2,Pan Yinhu,6,Snap,1.25%
1000023,2,3,44983,The Defiler,Combined Attack,Astra Yao,0,Seed,0,Soldier 0 - Anby,1,Plugboo,1.25%
1000023,3,3,35467,Notorious - Dead End Butcher,Dream Delusion,Yuzuha,0,Alice,0,Vivian,0,Miss Esme,1.25%
1000024,1,3,43582,Miasma Priest,Pinnacle,Lucia,0,Yixuan,0,Ju Fufu,0,Belion,5.57%
