uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
1000001,7,1,S,111,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000001,7,2,S,139,Astra Yao,0,Miyabi,2,Vivian,0,Robin
1000002,7,1,S,73,Yixuan,1,Astra Yao,0,Lucia,0,Knightboo
1000002,7,2,S,150,Miyabi,3,Yuzuha,0,Soukaku,6,Agent Gulliver
1000003,7,1,S,97,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000003,7,2,S,124,Astra Yao,0,Miyabi,1,Yanagi,0,Agent Gulliver
1000004,7,1,S,88,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion
1000004,7,2,S,128,Miyabi,0,Vivian,0,Yuzuha,0,Resonaboo
1000005,7,1,S,95,Ju Fufu,0,Lucia,2,Manato,6,Rocketboo
1000005,7,2,S,113,Astra Yao,0,Lighter,6,Evelyn,0,Snap
1000006,7,1,S,78,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion
1000006,7,2,S,171,Miyabi,0,Trigger,0,Astra Yao,0,Agent Gulliver
1000008,7,1,S,65,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000008,7,2,S,114,Miyabi,2,Vivian,0,Yuzuha,0,Robin
1000009,7,1,A,70,Lucia,0,Yixuan,0,Pan Yinhu,2,Belion
1000009,7,2,A,284,Miyabi,0,Lycaon,1,Soukaku,6,Agent Gulliver
1000010,7,1,S,117,Yixuan,0,Pan Yinhu,6,Astra Yao,0,Miss Esme
1000010,7,2,S,123,Miyabi,1,Yuzuha,0,Soukaku,6,Sharkboo
1000011,7,1,S,72,Yixuan,0,Ju Fufu,0,Lucia,0,Resonaboo
1000011,7,2,S,135,Miyabi,1,Yuzuha,0,Soukaku,6,Sharkboo
1000012,7,1,S,102,Astra Yao,0,Yixuan,0,Ju Fufu,0,Miss Esme
1000012,7,2,S,105,Yidhari,0,Lycaon,4,Lucia,0,Sharkboo
1000013,7,1,S,67,Soldier 0 - Anby,0,Trigger,1,Orphie & Magus,1,Mercury
1000013,7,2,S,149,Ellen,0,Lycaon,4,Astra Yao,0,Snap
1000014,7,1,S,70,Yixuan,1,Ju Fufu,0,Lucia,0,Belion
1000014,7,2,S,172,Miyabi,0,Yuzuha,0,Yanagi,0,Snap
1000015,7,1,S,65,Yixuan,1,Pulchra,6,Lucia,0,Belion
1000015,7,2,S,93,Miyabi,2,Vivian,0,Astra Yao,0,Robin
1000016,7,1,S,67,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000016,7,2,S,132,Ellen,1,Trigger,0,Astra Yao,0,Butler
1000017,7,1,S,131,Soldier 11,5,Trigger,0,Orphie & Magus,0,Rocketboo
1000017,7,2,S,127,Miyabi,0,Yuzuha,0,Soukaku,6,Sharkboo
1000018,7,1,S,63,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000018,7,2,S,115,Miyabi,0,Yuzuha,0,Soukaku,6,Sharkboo
1000019,7,1,S,127,Soldier 0 - Anby,0,Trigger,0,Astra Yao,0,Mercury
1000019,7,2,S,81,Miyabi,6,Yanagi,0,Yuzuha,0,Agent Gulliver
1000020,7,1,S,37,Lucia,2,Yixuan,6,Ju Fufu,2,Belion
1000020,7,2,S,49,Trigger,2,Astra Yao,2,Miyabi,6,Snap
1000021,7,1,S,103,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000021,7,2,S,119,Yuzuha,0,Burnice,0,Miyabi,2,Rocketboo
1000022,7,1,S,135,Trigger,0,Seed,0,Soldier 0 - Anby,0,Mercury
1000022,7,2,S,159,Astra Yao,0,Vivian,0,Miyabi,0,Devilboo
1000023,7,1,S,14,Ju Fufu,2,Lucia,2,Yixuan,6,Belion
1000023,7,2,S,30,Astra Yao,4,Miyabi,6,Trigger,1,Snap
1000024,7,1,A,200,Manato,6,Trigger,0,Lucia,0,Miss Esme
1000024,7,2,A,139,Evelyn,0,Lighter,0,Astra Yao,0,Snap
1000025,7,1,S,123,Soldier 0 - Anby,0,Trigger,0,Nicole,6,Snap
1000025,7,2,S,157,Hugo,0,Lighter,0,Lycaon,2,Robin
1000026,7,1,S,70,Yixuan,0,Trigger,0,Lucia,0,Snap
1000026,7,2,S,145,Miyabi,0,Yanagi,0,Yuzuha,0,Agent Gulliver
1000027,7,1,S,79,Astra Yao,0,Yixuan,2,Pan Yinhu,6,Belion
1000027,7,2,S,114,Lucia,0,Yidhari,0,Lycaon,3,Sharkboo
1000028,7,1,S,115,Yixuan,0,Pan Yinhu,6,Ju Fufu,0,Belion
1000028,7,2,S,121,Lucia,0,Yidhari,0,Lycaon,0,Miss Esme
1000029,7,1,A,147,Yixuan,0,Pulchra,6,Lucia,0,Belion
1000029,7,2,A,155,Miyabi,0,Yanagi,0,Astra Yao,0,Agent Gulliver
1000030,7,1,B,240,Orphie & Magus,0,Astra Yao,0,Yuzuha,0,Mercury
1000030,7,2,B,212,Manato,2,Lucia,0,Yixuan,0,Snap
1000031,7,1,S,110,Astra Yao,0,Yixuan,0,Ju Fufu,0,Miss Esme
1000031,7,2,S,147,Yuzuha,0,Burnice,0,Miyabi,0,Agent Gulliver
1000032,7,1,S,47,Yixuan,2,Ju Fufu,0,Lucia,0,Belion
1000032,7,2,S,103,Miyabi,3,Lycaon,1,Soukaku,6,Penguinboo
1000034,7,1,S,28,Yixuan,6,Ju Fufu,1,Lucia,1,Belion
1000034,7,2,S,84,Miyabi,6,Yanagi,1,Astra Yao,1,Agent Gulliver
1000035,7,1,S,114,Alice,0,Vivian,0,Yuzuha,0,Miss Esme
1000035,7,2,S,139,Evelyn,0,Lighter,0,Astra Yao,0,Snap
1000036,7,1,S,81,Lucia,0,Yixuan,1,Ju Fufu,0,Belion
1000036,7,2,S,146,Yuzuha,0,Miyabi,2,Yanagi,0,Agent Gulliver
1000037,7,1,S,59,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000037,7,2,S,149,Miyabi,0,Vivian,0,Yuzuha,0,Robin
1000038,7,1,S,83,Astra Yao,1,Evelyn,2,Trigger,1,Snap
1000038,7,2,S,88,Lucia,0,Yixuan,2,Pan Yinhu,6,Belion
1000040,7,1,S,59,Yixuan,0,Ju Fufu,0,Lucia,0,
1000040,7,2,S,116,Soldier 0 - Anby,0,Trigger,1,Orphie & Magus,0,
1000041,7,1,S,143,Yuzuha,0,Vivian,0,Miyabi,1,Miss Esme
1000041,7,2,S,122,Lucia,0,Yidhari,0,Manato,5,Excaliboo
1000042,7,1,S,127,Pulchra,6,Lucia,0,Manato,6,Miss Esme
1000042,7,2,S,133,Astra Yao,0,Miyabi,1,Yanagi,0,Agent Gulliver
1000043,7,1,S,78,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000043,7,2,S,123,Yuzuha,0,Nicole,6,Miyabi,0,Resonaboo
1000044,7,1,A,161,Yixuan,0,Koleda,1,Astra Yao,0,Belion
1000044,7,2,A,253,Miyabi,1,Yanagi,0,Vivian,0,Agent Gulliver
1000045,7,1,S,73,Yixuan,0,Pan Yinhu,2,Lucia,0,Belion
1000045,7,2,S,161,Miyabi,0,Yuzuha,0,Vivian,0,Robin
1000047,7,1,S,104,Yixuan,0,Ju Fufu,0,Lucia,0,Resonaboo
1000047,7,2,S,186,Miyabi,0,Jane,0,Astra Yao,0,Agent Gulliver
1000048,7,1,S,105,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000048,7,2,S,170,Yuzuha,0,Miyabi,0,Vivian,0,Robin
1000049,7,1,B,236,Yanagi,0,Vivian,0,Rina,0,Plugboo
1000049,7,2,B,209,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000050,7,1,S,112,Yixuan,0,Vivian,0,Lucia,0,Resonaboo
1000050,7,2,S,185,Lycaon,0,Miyabi,0,Astra Yao,0,Sharkboo
1000051,7,1,A,212,Evelyn,1,Burnice,0,Lucy,5,Red Moccus
1000051,7,2,A,121,Miyabi,6,Soukaku,6,Lycaon,3,Sharkboo
1000053,7,1,S,69,Lucia,0,Yixuan,0,Astra Yao,0,Devilboo
1000053,7,2,S,119,Yuzuha,0,Miyabi,2,Vivian,0,Snap
1000054,7,1,S,128,Yixuan,0,Lucia,0,Yuzuha,0,Rocketboo
1000054,7,2,S,168,Miyabi,0,Vivian,0,Nicole,6,Sharkboo
1000055,7,1,B,207,Astra Yao,0,Nicole,6,Vivian,0,Robin
1000055,7,2,B,281,Miyabi,0,Ellen,0,Soukaku,6,Sharkboo
1000056,7,1,S,136,Orphie & Magus,2,Evelyn,0,Lighter,0,Rocketboo
1000056,7,2,S,126,Yuzuha,0,Miyabi,0,Astra Yao,1,Miss Esme
1000057,7,1,A,143,Yixuan,0,Lucia,0,Ju Fufu,0,Belion
1000057,7,2,A,212,Miyabi,0,Vivian,0,Astra Yao,0,Resonaboo
1000058,7,1,S,89,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000058,7,2,S,140,Astra Yao,0,Miyabi,0,Vivian,1,Robin
1000059,7,1,S,92,Lucia,0,Yixuan,0,Ju Fufu,0,Snap
1000059,7,2,S,131,Miyabi,6,Yuzuha,0,Vivian,0,Butler
1000060,7,1,S,102,Trigger,0,Orphie & Magus,0,Soldier 0 - Anby,0,Mercury
1000060,7,2,S,133,Yuzuha,1,Miyabi,0,Yanagi,0,Agent Gulliver
1000061,7,1,S,65,Lucia,0,Yixuan,1,Ju Fufu,0,Belion
1000061,7,2,S,175,Yuzuha,0,Vivian,0,Miyabi,1,Robin
1000062,7,1,S,137,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000062,7,2,S,140,Astra Yao,0,Miyabi,0,Vivian,0,Snap
