uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
0d9c6775185811f0a0e58878734f76cf,1,3,38976,Notorious - Marionette,Blazing Chill,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver,3361
0d9c6775185811f0a0e58878734f76cf,2,2,14953,Autonomous Assault Unit - Typhon Destroyer,Worn Out,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,3361
0d9c6775185811f0a0e58878734f76cf,3,1,10140,Notorious - Pompey,Blazing Chill,Jane,0,Soldier 11,0.0,Lucy,4.0,Snap,3361
0d9c6877185811f095a98878734f76cf,2,3,31965,Autonomous Assault Unit - Typhon Destroyer,Swift Advance,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo,6272
0d9c6877185811f095a98878734f76cf,3,3,22172,Notorious - Pompey,Blazing Chill,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo,6272
0d9c68ca185811f09f7f8878734f76cf,1,3,30282,Notorious - Marionette,Worn Out,Harumasa,2,Qingyi,1.0,Nicole,6.0,Plugboo,1046
0d9c68ca185811f09f7f8878734f76cf,2,3,25856,Autonomous Assault Unit - Typhon Destroyer,Blazing Chill,Yanagi,0,Seth,6.0,Rina,1.0,Snap,1046
0d9c68ca185811f09f7f8878734f76cf,3,3,26840,Notorious - Pompey,Worn Out,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo,1046
0d9c6903185811f0bdea8878734f76cf,1,3,41450,Notorious - Marionette,Blazing Chill,Miyabi,1,Burnice,0.0,Lucy,6.0,Rocketboo,722
0d9c6903185811f0bdea8878734f76cf,2,3,23979,Autonomous Assault Unit - Typhon Destroyer,Worn Out,Harumasa,0,Qingyi,0.0,Nicole,6.0,Plugboo,722
0d9c6903185811f0bdea8878734f76cf,3,3,35133,Notorious - Pompey,Worn Out,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap,722
