uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
24e7848403f411f09a988878734f76cf,7,1,S,81,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
24e7848403f411f09a988878734f76cf,7,2,S,163,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
24e7848403f411f09a988878734f76cf,6,1,S,139,Jane,0,Seth,2.0,Lucy,4.0,Snap
24e7848403f411f09a988878734f76cf,6,2,S,88,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
24e7848403f411f09a988878734f76cf,5,1,S,115,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
24e7848403f411f09a988878734f76cf,5,2,S,71,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
24e7848403f411f09a988878734f76cf,4,1,S,123,Jane,0,Seth,2.0,Lucy,4.0,Snap
24e7848403f411f09a988878734f76cf,4,2,S,58,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
24e7852a03f411f09c4a8878734f76cf,7,1,S,144,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
24e7852a03f411f09c4a8878734f76cf,7,2,S,140,Astra Yao,0,Pulchra,4.0,Soldier 0 - Anby,0.0,Snap
24e7852a03f411f09c4a8878734f76cf,6,1,S,94,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
24e7852a03f411f09c4a8878734f76cf,6,2,S,117,Astra Yao,0,Pulchra,4.0,Soldier 0 - Anby,0.0,Snap
24e7852a03f411f09c4a8878734f76cf,5,1,S,61,Lucy,6,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
24e7852a03f411f09c4a8878734f76cf,5,2,S,122,Astra Yao,0,Pulchra,4.0,Soldier 0 - Anby,0.0,Snap
24e7852a03f411f09c4a8878734f76cf,4,1,S,82,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus
24e7852a03f411f09c4a8878734f76cf,4,2,S,83,Astra Yao,0,Soldier 0 - Anby,0.0,Pulchra,4.0,Snap
24e7856903f411f0bc818878734f76cf,7,1,S,122,Miyabi,0,Lycaon,1.0,Soukaku,6.0,Agent Gulliver
24e7856903f411f0bc818878734f76cf,7,2,S,173,Yanagi,0,Caesar,0.0,Rina,0.0,Electroboo
24e7856903f411f0bc818878734f76cf,6,1,S,123,Miyabi,0,Lycaon,1.0,Soukaku,6.0,Agent Gulliver
24e7856903f411f0bc818878734f76cf,6,2,S,161,Yanagi,0,Caesar,0.0,Rina,0.0,Electroboo
24e7856903f411f0bc818878734f76cf,5,1,S,89,Miyabi,0,Lycaon,1.0,Soukaku,6.0,Agent Gulliver
24e7856903f411f0bc818878734f76cf,5,2,S,167,Yanagi,0,Caesar,0.0,Rina,0.0,Electroboo
24e7856903f411f0bc818878734f76cf,4,1,S,183,Soldier 11,1,Caesar,0.0,Lucy,5.0,Rocketboo
24e7856903f411f0bc818878734f76cf,4,2,S,94,Miyabi,0,Rina,0.0,Yanagi,0.0,Agent Gulliver
24e7859903f411f088568878734f76cf,7,1,S,66,Miyabi,2,Burnice,0.0,Lucy,6.0,Sharkboo
24e7859903f411f088568878734f76cf,7,2,S,96,Soldier 0 - Anby,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
24e7859903f411f088568878734f76cf,6,1,S,67,Miyabi,2,Burnice,0.0,Lucy,6.0,Sharkboo
24e7859903f411f088568878734f76cf,6,2,S,108,Soldier 0 - Anby,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
24e7859903f411f088568878734f76cf,5,1,S,59,Miyabi,2,,,,,Sharkboo
24e7859903f411f088568878734f76cf,5,2,S,120,Soldier 0 - Anby,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
24e7859903f411f088568878734f76cf,4,1,S,97,Yanagi,0,Burnice,0.0,Lucy,6.0,Rocketboo
24e7859903f411f088568878734f76cf,4,2,S,68,Soldier 0 - Anby,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
24e785c403f411f0b2388878734f76cf,7,1,S,116,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
24e785c403f411f0b2388878734f76cf,7,2,S,100,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
24e785c403f411f0b2388878734f76cf,6,1,S,97,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
24e785c403f411f0b2388878734f76cf,6,2,S,82,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
24e785c403f411f0b2388878734f76cf,5,1,S,120,Lycaon,1,Lighter,1.0,Lucy,6.0,Rocketboo
24e785c403f411f0b2388878734f76cf,5,2,S,67,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
24e785c403f411f0b2388878734f76cf,4,1,S,80,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
