uid,phase,name,level,cons,weapon,element,artifacts
15d39de391fe11ef84878878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
15d39de391fe11ef84878878734f76cf,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
15d39de391fe11ef84878878734f76cf,,Zhu Yuan,60,0,Riot Suppressor Mark VI,Ether,"4p Chaotic Metal, Woodpecker Electro"
15d39de391fe11ef84878878734f76cf,,Seth,60,2,Peacekeeper - Specialized,Electric,"4p Swing Jazz, Hormone Punk"
15d39de391fe11ef84878878734f76cf,,Lucy,60,3,Kaboom the Cannon,Fire,"4p Hormone Punk, Swing Jazz"
15d39de391fe11ef84878878734f76cf,,Nicole,60,5,The Vault,Ether,"4p Swing Jazz, Chaotic Metal"
15d39de491fe11efbeee8878734f76cf,,Zhu Yuan,50,0,Starlight Engine,Ether,"4p Chaotic Metal, Woodpecker Electro"
15d39de491fe11efbeee8878734f76cf,,Ellen,50,1,The Brimstone,Ice,"4p Woodpecker Electro, Puffer Electro"
15d39de491fe11efbeee8878734f76cf,,Soukaku,50,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
15d39de491fe11efbeee8878734f76cf,,Anby,50,0,Steam Oven,Electric,"4p Shockstar Disco, Swing Jazz"
15d39de491fe11efbeee8878734f76cf,,Koleda,45,0,Steam Oven,Fire,"4p Shockstar Disco, Swing Jazz"
15d39de491fe11efbeee8878734f76cf,,Nicole,45,6,The Vault,Ether,"4p Swing Jazz, Freedom Blues"
15d3bb1691fe11ef83758878734f76cf,,Ellen,60,0,Starlight Engine,Ice,"4p Polar Metal, Woodpecker Electro"
15d3bb1691fe11ef83758878734f76cf,,Soldier 11,60,0,Starlight Engine,Fire,"4p Inferno Metal, Woodpecker Electro"
15d3bb1691fe11ef83758878734f76cf,,Lycaon,55,1,Steam Oven,Ice,"4p Shockstar Disco, Swing Jazz"
15d3bb1691fe11ef83758878734f76cf,,Caesar,55,0,Demara Battery Mark II,Physical,"4p Proto Punk, Shockstar Disco"
15d3bb1691fe11ef83758878734f76cf,,Piper,55,2,Roaring Ride,Physical,"4p Fanged Metal, Freedom Blues"
15d3bb1691fe11ef83758878734f76cf,,Lucy,55,4,Slice of Time,Fire,"4p Swing Jazz, Hormone Punk"
15d3bb1691fe11ef83758878734f76cf,,Soukaku,55,6,Slice of Time,Ice,"4p Swing Jazz, Freedom Blues"
15d3bb1791fe11ef834b8878734f76cf,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Hormone Punk"
