uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
c0307219c36111efbd5a8878734f76cf,1,3,30580,Sacrifice - Bringer,Spirit Break,Nicole,6,Miyabi,1,Yanagi,0.0,Agent Gulliver,1222.0
c0307219c36111efbd5a8878734f76cf,2,3,28988,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Lucy,6,Burnice,0.0,Red Moccus,1222.0
c0307219c36111efbd5a8878734f76cf,3,1,8752,Notorious - Marionette,Swift Resolution,Lycaon,0,Soukaku,6,Ellen,0.0,Sharkboo,1222.0
c030721ac36111ef80178878734f76cf,2,1,11279,Corrupted Overlord - Pompey,Swift Resolution,Soldier 11,1,Caesar,0,Lucy,4.0,Rocketboo,2386.0
c030721ac36111ef80178878734f76cf,1,1,13367,Sacrifice - Bringer,Spirit Break,Yanagi,0,Seth,3,Rina,0.0,Electroboo,2386.0
c030721ac36111ef80178878734f76cf,3,3,29422,Notorious - Marionette,Interrupt,Miyabi,0,Lycaon,1,Soukaku,6.0,Sharkboo,2386.0
c030721bc36111efacbe8878734f76cf,1,3,24247,Sacrifice - Bringer,Spirit Break,Miyabi,0,Yanagi,0,Soukaku,6.0,Sharkboo,1290.0
c030721bc36111efacbe8878734f76cf,2,3,24951,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Burnice,0,Lucy,6.0,Rocketboo,1290.0
c030721bc36111efacbe8878734f76cf,3,3,23377,Notorious - Marionette,Swift Resolution,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,1290.0
c030721cc36111ef89938878734f76cf,3,3,21045,Notorious - Marionette,Interrupt,Harumasa,2,Lycaon,0,Rina,0.0,Plugboo,1776.0
c030721cc36111ef89938878734f76cf,2,3,24313,Corrupted Overlord - Pompey,Swift Resolution,Ben,6,Lighter,1,Lucy,6.0,Rocketboo,1776.0
c030721cc36111ef89938878734f76cf,1,2,14411,Sacrifice - Bringer,Spirit Break,Yanagi,0,Seth,6,Piper,4.0,Bangvolver,1776.0
c030721dc36111efa27b8878734f76cf,1,3,21448,Sacrifice - Bringer,Spirit Break,Miyabi,0,Lycaon,2,Rina,0.0,Sharkboo,1398.0
c030721dc36111efa27b8878734f76cf,2,3,29569,Corrupted Overlord - Pompey,Spirit Break,Yanagi,0,Caesar,0,Burnice,0.0,Red Moccus,1398.0
c030721dc36111efa27b8878734f76cf,3,3,20367,Notorious - Marionette,Swift Resolution,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,1398.0
c030721ec36111ef96998878734f76cf,2,2,17805,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Seth,3,Caesar,0.0,Officer Cui,1246.0
c030721ec36111ef96998878734f76cf,1,3,24046,Sacrifice - Bringer,Spirit Break,Miyabi,0,Piper,6,Lucy,6.0,Red Moccus,1246.0
c030721ec36111ef96998878734f76cf,3,3,23787,Notorious - Marionette,Swift Resolution,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,1246.0
c030721fc36111efb2168878734f76cf,2,2,16346,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Seth,5,Lucy,5.0,Officer Cui,1762.0
c030721fc36111efb2168878734f76cf,3,2,16120,Notorious - Marionette,Swift Resolution,Zhu Yuan,1,Anby,6,Nicole,6.0,Resonaboo,1762.0
c030721fc36111efb2168878734f76cf,1,3,27457,Sacrifice - Bringer,Spirit Break,Yanagi,0,Soukaku,6,Miyabi,0.0,Agent Gulliver,1762.0
c0307220c36111ef87978878734f76cf,2,2,15504,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Caesar,0,Burnice,0.0,Red Moccus,5370.0
c0307220c36111ef87978878734f76cf,3,2,15659,Notorious - Marionette,Interrupt,Ellen,0,Lycaon,0,Soukaku,6.0,Sharkboo,5370.0
c0307221c36111ef821e8878734f76cf,1,3,22686,Sacrifice - Bringer,Spirit Break,Miyabi,1,Lighter,0,Lucy,6.0,Red Moccus,565.0
c0307221c36111ef821e8878734f76cf,3,3,20908,Notorious - Marionette,Spirit Break,Seth,6,Rina,1,Yanagi,1.0,Plugboo,565.0
c0307221c36111ef821e8878734f76cf,2,3,40691,Corrupted Overlord - Pompey,Spirit Break,Burnice,0,Jane,0,Caesar,1.0,Bangvolver,565.0
c0307222c36111efbc5a8878734f76cf,1,3,30056,Sacrifice - Bringer,Spirit Break,Miyabi,0,Burnice,0,Lucy,6.0,Red Moccus,625.0
c0307222c36111efbc5a8878734f76cf,2,2,19656,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Seth,1,Caesar,0.0,Officer Cui,625.0
c0307222c36111efbc5a8878734f76cf,3,3,25139,Notorious - Marionette,Interrupt,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,625.0
c0307223c36111efa4a88878734f76cf,3,3,20479,Notorious - Marionette,Swift Resolution,Ellen,0,Lycaon,1,Soukaku,6.0,Sharkboo,755.0
c0307223c36111efa4a88878734f76cf,2,3,21011,Corrupted Overlord - Pompey,Spirit Break,Burnice,0,Rina,1,Grace,0.0,Plugboo,755.0
c0307223c36111efa4a88878734f76cf,1,3,33660,Sacrifice - Bringer,Spirit Break,Miyabi,0,Caesar,0,Yanagi,0.0,Agent Gulliver,755.0
c0307224c36111efb2558878734f76cf,1,2,19786,Sacrifice - Bringer,Interrupt,Miyabi,0,Grace,0,Rina,3.0,Plugboo,1949.0
c0307224c36111efb2558878734f76cf,2,2,19828,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Seth,6,Lucy,3.0,Officer Cui,1949.0
c0307224c36111efb2558878734f76cf,3,2,17713,Notorious - Marionette,Swift Resolution,Ellen,0,Qingyi,0,Soukaku,6.0,Sharkboo,1949.0
c0307225c36111ef948e8878734f76cf,2,1,6098,Corrupted Overlord - Pompey,Spirit Break,Yanagi,0,Rina,1,Seth,2.0,Electroboo,5959.0
c0307225c36111ef948e8878734f76cf,1,3,20898,Sacrifice - Bringer,Interrupt,Miyabi,1,Ellen,0,Soukaku,6.0,Sharkboo,5959.0
c0307226c36111efb5a98878734f76cf,1,3,23001,Sacrifice - Bringer,Swift Resolution,Miyabi,0,Lycaon,0,Soukaku,6.0,Sharkboo,263.0
c0307226c36111efb5a98878734f76cf,2,3,42975,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Caesar,0,Burnice,0.0,Red Moccus,263.0
c0307226c36111efb5a98878734f76cf,3,3,22435,Notorious - Marionette,Interrupt,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,263.0
c0307227c36111ef83ef8878734f76cf,3,3,29464,Notorious - Marionette,Spirit Break,Ellen,0,Caesar,1,Rina,4.0,Butler,764.0
c0307227c36111ef83ef8878734f76cf,2,3,24588,Corrupted Overlord - Pompey,Swift Resolution,Soldier 11,2,Lighter,0,Burnice,0.0,Red Moccus,764.0
c0307227c36111ef83ef8878734f76cf,1,3,26149,Sacrifice - Bringer,Spirit Break,Miyabi,0,Yanagi,0,Soukaku,6.0,Agent Gulliver,764.0
c0307228c36111efacaa8878734f76cf,1,3,23245,Sacrifice - Bringer,Spirit Break,Miyabi,0,Yanagi,0,Caesar,0.0,Sharkboo,2895.0
c0307228c36111efacaa8878734f76cf,2,1,12593,Corrupted Overlord - Pompey,Spirit Break,Soldier 11,1,Burnice,0,Lucy,3.0,Red Moccus,2895.0
c0307228c36111efacaa8878734f76cf,3,2,14342,Notorious - Marionette,Interrupt,Ellen,0,Soukaku,6,Anby,6.0,Penguinboo,2895.0
c0307229c36111ef9a578878734f76cf,2,3,23730,Corrupted Overlord - Pompey,Swift Resolution,Jane,0,Burnice,0,Caesar,0.0,Red Moccus,613.0
c0307229c36111ef9a578878734f76cf,3,3,22019,Notorious - Marionette,Swift Resolution,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,613.0
c0307229c36111ef9a578878734f76cf,1,3,29354,Sacrifice - Bringer,Spirit Break,Miyabi,0,Yanagi,0,Soukaku,5.0,Agent Gulliver,613.0
c030722ac36111efb6c08878734f76cf,2,3,26806,Corrupted Overlord - Pompey,Spirit Break,Burnice,0,Caesar,0,Jane,0.0,Red Moccus,3251.0
c030722ac36111efb6c08878734f76cf,3,1,13480,Notorious - Marionette,Swift Resolution,Qingyi,0,Nicole,6,Zhu Yuan,0.0,Resonaboo,3251.0
c030722ac36111efb6c08878734f76cf,1,2,14136,Sacrifice - Bringer,Swift Resolution,Lighter,0,Soukaku,6,Miyabi,0.0,Sharkboo,3251.0
c030722bc36111efb0148878734f76cf,3,3,22607,Notorious - Marionette,Interrupt,Zhu Yuan,0,Qingyi,0,Nicole,6.0,Resonaboo,1831.0
c030722bc36111efb0148878734f76cf,2,3,36592,Corrupted Overlord - Pompey,Spirit Break,Jane,0,Burnice,0,Caesar,0.0,Red Moccus,1831.0
