uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
c715cdade13d11efb2848878734f76cf,1,2,17050,Notorious - Dead End Butcher,Frosty Thunder,Miyabi,0,Soukaku,6.0,,,Sharkboo,3564
c715cdade13d11efb2848878734f76cf,2,2,17933,Unknown Corruption Complex,Rapid Aid,Zhu Yuan,0,Qingyi,0.0,Nicole,5.0,Resonaboo,3564
c715cdade13d11efb2848878734f76cf,3,2,15103,Corrupted Overlord - Pompey,Aberration,Jane,0,Lucy,4.0,Astra Yao,0.0,Snap,3564
c715cdaee13d11ef84348878734f76cf,1,3,33248,Notorious - Dead End Butcher,Aberration,Astra Yao,0,Nicole,6.0,Miyabi,2.0,Devilboo,2052
c715cdaee13d11ef84348878734f76cf,2,1,9694,Unknown Corruption Complex,Frosty Thunder,Soukaku,6,Rina,0.0,Yanagi,0.0,Agent Gulliver,2052
c715cdaee13d11ef84348878734f76cf,3,2,18761,Corrupted Overlord - Pompey,Aberration,Burnice,0,Lucy,6.0,Jane,0.0,Red Moccus,2052
c715cdafe13d11ef82b88878734f76cf,1,1,6473,Notorious - Dead End Butcher,Frosty Thunder,Ellen,0,Lycaon,1.0,Soukaku,6.0,Sharkboo,4534
c715cdafe13d11ef82b88878734f76cf,2,3,23218,Unknown Corruption Complex,Aberration,Yanagi,0,Caesar,0.0,Rina,0.0,Electroboo,4534
c715cdafe13d11ef82b88878734f76cf,3,2,15269,Corrupted Overlord - Pompey,Aberration,Miyabi,0,Piper,6.0,Lucy,4.0,Red Moccus,4534
c715cdb0e13d11ef807f8878734f76cf,1,3,37842,Notorious - Dead End Butcher,Frosty Thunder,Miyabi,2,Rina,1.0,Astra Yao,0.0,Sharkboo,688
c715cdb0e13d11ef807f8878734f76cf,2,3,24276,Unknown Corruption Complex,Rapid Aid,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,688
c715cdb0e13d11ef807f8878734f76cf,3,3,21705,Corrupted Overlord - Pompey,Aberration,Yanagi,0,Burnice,0.0,Lucy,6.0,Rocketboo,688
c715cdb1e13d11ef87ed8878734f76cf,1,1,9547,Notorious - Dead End Butcher,Frosty Thunder,Ellen,3,Lycaon,1.0,Soukaku,6.0,Sharkboo,9272
c715cdb2e13d11ef84028878734f76cf,2,2,18539,Unknown Corruption Complex,Frosty Thunder,Harumasa,2,Lycaon,0.0,Rina,0.0,Plugboo,6072
c715cdb2e13d11ef84028878734f76cf,3,2,15799,Corrupted Overlord - Pompey,Frosty Thunder,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo,6072
