uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
8a4eda5265f811f0a4d78878734f76cf,1,3,30745,Miasma Priest,Meditation,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,1381
8a4eda5265f811f0a4d78878734f76cf,2,3,20035,Corrupted Overlord - Pompey,Illusory Surge,Vivian,0,Jane,0.0,Nicole,6.0,Resonaboo,1381
8a4eda5265f811f0a4d78878734f76cf,3,3,33189,Notorious - Dead End Butcher,Rapid Aid,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver,1381
8a4edc1c65f811f0a2fa8878734f76cf,1,3,29119,Miasma Priest,Meditation,Yixuan,0,Pan Yinhu,1.0,Ju Fufu,0.0,Snap,1298
8a4edc1c65f811f0a2fa8878734f76cf,2,3,28043,Corrupted Overlord - Pompey,Illusory Surge,Yuzuha,0,Burnice,0.0,Jane,0.0,Miss Esme,1298
8a4edc1c65f811f0a2fa8878734f76cf,3,3,28548,Notorious - Dead End Butcher,Rapid Aid,Astra Yao,0,Miyabi,2.0,Yanagi,0.0,Agent Gulliver,1298
8a4edcef65f811f084458878734f76cf,1,2,16164,Miasma Priest,Meditation,Yixuan,0,Pan Yinhu,6.0,Caesar,0.0,Bangvolver,6089
8a4edcef65f811f084458878734f76cf,2,3,20758,Corrupted Overlord - Pompey,Rapid Aid,Yanagi,0,Astra Yao,0.0,Miyabi,0.0,Agent Gulliver,6089
8a4edcef65f811f084458878734f76cf,3,1,8269,Notorious - Dead End Butcher,Rapid Aid,Ellen,0,Lycaon,1.0,Soukaku,6.0,Sharkboo,6089
8a4edd8a65f811f0b0648878734f76cf,1,3,29389,Miasma Priest,Illusory Surge,Yixuan,2,Qingyi,0.0,Pan Yinhu,6.0,Resonaboo,5855
8a4edd8a65f811f0b0648878734f76cf,3,3,26619,Notorious - Dead End Butcher,Meditation,Miyabi,2,Yanagi,0.0,Soukaku,6.0,Sharkboo,5855
8a4ede1965f811f0b6c48878734f76cf,1,3,20081,Miasma Priest,Illusory Surge,Piper,6,Vivian,0.0,Lucy,6.0,Bangvolver,2895
8a4ede1965f811f0b6c48878734f76cf,2,3,21178,Corrupted Overlord - Pompey,Rapid Aid,Soldier 11,2,Lighter,1.0,Rina,1.0,Rocketboo,2895
8a4ede1965f811f0b6c48878734f76cf,3,3,27189,Notorious - Dead End Butcher,Meditation,Hugo,2,Lycaon,1.0,Nicole,6.0,Robin,2895
8a4ede9e65f811f0a7078878734f76cf,1,3,46355,Miasma Priest,Meditation,Yixuan,1,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,476
8a4ede9e65f811f0a7078878734f76cf,2,3,30856,Corrupted Overlord - Pompey,Rapid Aid,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap,476
8a4ede9e65f811f0a7078878734f76cf,3,3,41403,Notorious - Dead End Butcher,Illusory Surge,Miyabi,1,Vivian,0.0,Yuzuha,0.0,Robin,476
8a4edf1d65f811f087d98878734f76cf,1,3,22149,Miasma Priest,Illusory Surge,Jane,0,Vivian,0.0,Nicole,6.0,Officer Cui,2450
8a4edf1d65f811f087d98878734f76cf,2,3,28695,Corrupted Overlord - Pompey,Rapid Aid,Soldier 11,1,Lighter,0.0,Astra Yao,1.0,Rocketboo,2450
8a4edf1d65f811f087d98878734f76cf,3,3,21513,Notorious - Dead End Butcher,Rapid Aid,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,2450
8a4edf9165f811f08c468878734f76cf,1,2,18110,Miasma Priest,Meditation,Yixuan,0,Burnice,0.0,Lucy,6.0,Rocketboo,4902
8a4edf9165f811f08c468878734f76cf,2,1,13823,Corrupted Overlord - Pompey,Illusory Surge,Jane,1,Vivian,0.0,Pulchra,6.0,Bangvolver,4902
8a4edf9165f811f08c468878734f76cf,3,3,20972,Notorious - Dead End Butcher,Rapid Aid,Miyabi,0,Koleda,2.0,Astra Yao,0.0,Brawlerboo,4902
8a4edfff65f811f0a3d28878734f76cf,1,3,38767,Miasma Priest,Meditation,Yixuan,0,Ju Fufu,0.0,Pan Yinhu,2.0,Belion,259
8a4edfff65f811f0a3d28878734f76cf,2,3,48561,Corrupted Overlord - Pompey,Rapid Aid,Astra Yao,1,Evelyn,0.0,Lighter,0.0,Snap,259
8a4edfff65f811f0a3d28878734f76cf,3,3,30682,Notorious - Dead End Butcher,Illusory Surge,Miyabi,2,Vivian,0.0,Nicole,6.0,Robin,259
8a4ee07865f811f0acae8878734f76cf,1,3,21031,Miasma Priest,Illusory Surge,Jane,0,Vivian,0.0,Astra Yao,0.0,Robin,5487
8a4ee07865f811f0acae8878734f76cf,2,1,9864,Corrupted Overlord - Pompey,Rapid Aid,Harumasa,0,Qingyi,0.0,Caesar,0.0,Plugboo,5487
8a4ee07865f811f0acae8878734f76cf,3,2,18258,Notorious - Dead End Butcher,Rapid Aid,Miyabi,0,Burnice,0.0,Lucy,6.0,Rocketboo,5487
8a4ee0ed65f811f0b3cb8878734f76cf,1,3,40373,Miasma Priest,Meditation,Ju Fufu,0,Yixuan,0.0,Pan Yinhu,6.0,Belion,623
8a4ee0ed65f811f0b3cb8878734f76cf,2,3,36965,Corrupted Overlord - Pompey,Rapid Aid,Astra Yao,0,Burnice,0.0,Miyabi,0.0,Snap,623
8a4ee0ed65f811f0b3cb8878734f76cf,3,3,22721,Notorious - Dead End Butcher,Illusory Surge,Vivian,0,Rina,2.0,Yanagi,0.0,Robin,623
8a4ee15f65f811f0aace8878734f76cf,1,3,34399,Miasma Priest,Meditation,Yixuan,0,Pan Yinhu,3.0,Ju Fufu,0.0,Belion,1580
8a4ee15f65f811f0aace8878734f76cf,2,3,23454,Corrupted Overlord - Pompey,Rapid Aid,Astra Yao,0,Evelyn,0.0,Koleda,2.0,Snap,1580
