uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
9b67592f251c11f08b6e8878734f76cf,1,3,23785,Dead End Butcher,Metamorphosis,Jane,0,Lucy,4.0,Astra Yao,0.0,Snap,4266
9b67592f251c11f08b6e8878734f76cf,2,1,10752,Sacrifice - Bringer,Final Assault,Miyabi,0,Pulchra,0.0,Soukaku,6.0,Agent Gulliver,4266
9b67592f251c11f08b6e8878734f76cf,3,3,24831,Unknown Corruption Complex,Worn Out,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,4266
9b6759dd251c11f0b1598878734f76cf,1,3,39744,Dead End Butcher,Metamorphosis,Soukaku,6,Nicole,6.0,Miyabi,2.0,Agent Gulliver,1094
9b6759dd251c11f0b1598878734f76cf,2,3,22563,Sacrifice - Bringer,Metamorphosis,Lucy,6,Burnice,0.0,Yanagi,0.0,Red Moccus,1094
9b6759dd251c11f0b1598878734f76cf,3,3,24491,Unknown Corruption Complex,Worn Out,Astra Yao,0,Trigger,0.0,Soldier 0 - Anby,0.0,Knightboo,1094
9b675a24251c11f0be2c8878734f76cf,1,3,26014,Dead End Butcher,Metamorphosis,Yanagi,0,Burnice,0.0,Lucy,6.0,Rocketboo,1312
9b675a24251c11f0be2c8878734f76cf,2,3,30391,Sacrifice - Bringer,Final Assault,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo,1312
9b675a24251c11f0be2c8878734f76cf,3,3,36874,Unknown Corruption Complex,Worn Out,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo,1312
9b675a5a251c11f0ac668878734f76cf,1,3,44399,Dead End Butcher,Metamorphosis,Miyabi,1,Vivian,0.0,Lucy,6.0,Red Moccus,1318
9b675a5a251c11f0ac668878734f76cf,2,2,17571,Sacrifice - Bringer,Worn Out,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap,1318
9b675a5a251c11f0ac668878734f76cf,3,3,31223,Unknown Corruption Complex,Worn Out,Harumasa,0,Qingyi,0.0,Nicole,6.0,Plugboo,1318
9b675a8a251c11f0a0598878734f76cf,1,3,20072,Dead End Butcher,Worn Out,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,1977
