uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
d270ef2d468911f0ba098878734f76cf,1,2,16584,Notorious - Marionette,Sonata,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,3641
d270ef2d468911f0ba098878734f76cf,2,3,27623,Sacrifice - Bringer,Sonata,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver,3641
d270ef2d468911f0ba098878734f76cf,3,1,9262,Notorious - Pompey,Collapse,Soldier 11,1,Ben,6.0,Anby,6.0,Snap,3641
d270efad468911f0bd388878734f76cf,1,1,10471,Notorious - Marionette,Collapse,Ellen,0,Trigger,0.0,Lycaon,1.0,Sharkboo,5582
d270efad468911f0bd388878734f76cf,2,3,24960,Sacrifice - Bringer,Aberration,Miyabi,0,Rina,1.0,Yanagi,0.0,Agent Gulliver,5582
d270efad468911f0bd388878734f76cf,3,1,7121,Notorious - Pompey,Sonata,Yixuan,0,Pan Yinhu,4.0,Caesar,0.0,Bangvolver,5582
d270efe9468911f0ad0a8878734f76cf,1,3,24806,Notorious - Marionette,Sonata,Ellen,2,Trigger,0.0,Caesar,0.0,Sharkboo,1575
d270efe9468911f0ad0a8878734f76cf,2,3,22764,Sacrifice - Bringer,Aberration,Miyabi,1,Rina,1.0,Yanagi,0.0,Plugboo,1575
d270efe9468911f0ad0a8878734f76cf,3,3,22026,Notorious - Pompey,Sonata,Evelyn,0,Astra Yao,0.0,Nicole,6.0,Snap,1575
d270f015468911f0b1668878734f76cf,1,3,30540,Notorious - Marionette,Collapse,Yixuan,0,Trigger,0.0,Astra Yao,0.0,Resonaboo,1803
d270f015468911f0b1668878734f76cf,2,3,30132,Sacrifice - Bringer,Sonata,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo,1803
d270f015468911f0b1668878734f76cf,3,1,12991,Notorious - Pompey,Aberration,Jane,0,Burnice,0.0,Lucy,6.0,Rocketboo,1803
d270f03b468911f0ba8c8878734f76cf,1,3,30947,Notorious - Marionette,Sonata,Yixuan,0,Pan Yinhu,2.0,Caesar,0.0,Agent Gulliver,513
d270f03b468911f0ba8c8878734f76cf,2,3,30728,Sacrifice - Bringer,Aberration,Miyabi,1,Vivian,0.0,Rina,1.0,Robin,513
d270f03b468911f0ba8c8878734f76cf,3,3,33054,Notorious - Pompey,Sonata,Evelyn,0,Nicole,6.0,Astra Yao,0.0,Snap,513
d270f061468911f0baf18878734f76cf,1,3,22867,Notorious - Marionette,Sonata,Astra Yao,1,Pan Yinhu,0.0,Yixuan,0.0,Belion,3481
d270f061468911f0baf18878734f76cf,2,3,23277,Sacrifice - Bringer,Aberration,Miyabi,0,Vivian,0.0,Nicole,6.0,Robin,3481
d270f061468911f0baf18878734f76cf,3,2,16044,Notorious - Pompey,Aberration,Yanagi,0,Caesar,0.0,Burnice,0.0,Red Moccus,3481
d270f084468911f0ad1c8878734f76cf,1,3,21071,Notorious - Marionette,Collapse,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,1335
d270f084468911f0ad1c8878734f76cf,2,3,27294,Sacrifice - Bringer,Aberration,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,1335
d270f084468911f0ad1c8878734f76cf,3,3,22554,Notorious - Pompey,Aberration,Jane,0,Vivian,0.0,Astra Yao,0.0,Red Moccus,1335
d270f0a8468911f091458878734f76cf,1,3,20273,Notorious - Marionette,Sonata,Yixuan,0,Pan Yinhu,3.0,Pulchra,6.0,Belion,2162
d270f0a8468911f091458878734f76cf,2,3,23480,Sacrifice - Bringer,Sonata,Miyabi,1,Lycaon,0.0,Nicole,6.0,Sharkboo,2162
d270f0a8468911f091458878734f76cf,3,3,20145,Notorious - Pompey,Sonata,Astra Yao,0,Soldier 11,1.0,Trigger,0.0,Brawlerboo,2162
d270f0cc468911f0bfa58878734f76cf,1,3,25619,Notorious - Marionette,Sonata,Miyabi,0,Jane,1.0,Astra Yao,0.0,Red Moccus,4676
d270f0cc468911f0bfa58878734f76cf,2,1,11286,Sacrifice - Bringer,Sonata,Burnice,0,Vivian,0.0,Nicole,6.0,Brawlerboo,4676
d270f0cc468911f0bfa58878734f76cf,3,1,11004,Notorious - Pompey,Sonata,Evelyn,0,Koleda,2.0,Soukaku,6.0,Sharkboo,4676
d270f0f5468911f09d878878734f76cf,1,3,29397,Notorious - Marionette,Collapse,Zhu Yuan,2,Caesar,1.0,Nicole,6.0,Snap,153
d270f0f5468911f09d878878734f76cf,2,3,34548,Sacrifice - Bringer,Aberration,Miyabi,2,Vivian,0.0,Lucy,6.0,Robin,153
d270f0f5468911f09d878878734f76cf,3,3,44850,Notorious - Pompey,Collapse,Astra Yao,1,Evelyn,0.0,Lighter,0.0,Brawlerboo,153
d270f119468911f087928878734f76cf,1,3,25047,Notorious - Marionette,Aberration,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Sharkboo,7503
d270f140468911f0be3c8878734f76cf,1,3,22417,Notorious - Marionette,Aberration,Jane,0,Vivian,0.0,Astra Yao,0.0,Robin,5320
d270f140468911f0be3c8878734f76cf,3,3,21862,Notorious - Pompey,Aberration,Miyabi,0,Burnice,0.0,Lucy,6.0,Rocketboo,5320
d270f165468911f092478878734f76cf,1,3,26018,Notorious - Marionette,Aberration,Vivian,0,Rina,1.0,Yanagi,0.0,Robin,963
d270f165468911f092478878734f76cf,2,3,25957,Sacrifice - Bringer,Collapse,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Sharkboo,963
d270f165468911f092478878734f76cf,3,3,24375,Notorious - Pompey,Sonata,Astra Yao,0,Pan Yinhu,6.0,Yixuan,0.0,Belion,963
d270f18a468911f093f78878734f76cf,1,3,21195,Notorious - Marionette,Collapse,Yixuan,0,Pan Yinhu,1.0,Nicole,6.0,Belion,1558
d270f18a468911f093f78878734f76cf,2,3,24956,Sacrifice - Bringer,Aberration,Miyabi,0,Vivian,0.0,Soukaku,6.0,Robin,1558
d270f18a468911f093f78878734f76cf,3,3,23596,Notorious - Pompey,Collapse,Astra Yao,0,Evelyn,0.0,Koleda,2.0,Snap,1558
d270f1af468911f0bfd08878734f76cf,2,3,27770,Sacrifice - Bringer,Collapse,Miyabi,1,Yanagi,0.0,Astra Yao,0.0,Agent Gulliver,7300
d270f1d4468911f088ee8878734f76cf,1,3,46878,Notorious - Marionette,Sonata,Yixuan,0,Pan Yinhu,6.0,Astra Yao,0.0,Belion,195
d270f1d4468911f088ee8878734f76cf,2,3,31736,Sacrifice - Bringer,Aberration,Miyabi,0,Yanagi,0.0,Lucy,6.0,Agent Gulliver,195
d270f1d4468911f088ee8878734f76cf,3,3,22910,Notorious - Pompey,Sonata,Evelyn,0,Caesar,0.0,Nicole,6.0,Rocketboo,195
d270f1f8468911f0b7d38878734f76cf,1,3,27227,Notorious - Marionette,Collapse,Astra Yao,1,Zhu Yuan,0.0,Nicole,6.0,Resonaboo,1942
d270f1f8468911f0b7d38878734f76cf,2,3,21848,Sacrifice - Bringer,Aberration,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,1942
d270f1f8468911f0b7d38878734f76cf,3,2,17577,Notorious - Pompey,Sonata,Evelyn,0,Qingyi,0.0,Lucy,6.0,Rocketboo,1942
d270f21c468911f08e698878734f76cf,1,2,18406,Notorious - Marionette,Collapse,Yixuan,0,Pan Yinhu,4.0,Astra Yao,0.0,Belion,4128
d270f21c468911f08e698878734f76cf,2,2,19136,Sacrifice - Bringer,Aberration,Miyabi,0,Lycaon,2.0,Lucy,6.0,Butler,4128
d270f21c468911f08e698878734f76cf,3,2,14002,Notorious - Pompey,Sonata,Evelyn,0,Koleda,1.0,Nicole,6.0,Snap,4128
d270f240468911f0b38a8878734f76cf,1,3,25712,Notorious - Marionette,Sonata,Yixuan,1,Pan Yinhu,3.0,Pulchra,6.0,Belion,869
d270f240468911f0b38a8878734f76cf,2,3,31850,Sacrifice - Bringer,Aberration,Miyabi,0,Vivian,0.0,Astra Yao,0.0,Robin,869
d270f240468911f0b38a8878734f76cf,3,3,20201,Notorious - Pompey,Aberration,Jane,0,Burnice,0.0,Lucy,6.0,Rocketboo,869
d270f265468911f0a7e78878734f76cf,2,3,23175,Sacrifice - Bringer,Collapse,Miyabi,1,Nicole,6.0,Astra Yao,0.0,Agent Gulliver,8391
d270f28b468911f084398878734f76cf,1,3,27390,Notorious - Marionette,Collapse,Miyabi,1,Lycaon,0.0,Soukaku,6.0,Sharkboo,3111
