uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
ad2d226e765411f0acc48878734f76cf,7,1,S,229,Anby,6,Rina,3.0,Harumasa,0.0,Plugboo
ad2d226e765411f0acc48878734f76cf,7,2,S,29,Astra Yao,2,Trigger,1.0,Miyabi,6.0,Snap
ad2d226e765411f0acc48878734f76cf,6,1,S,182,Soldier 11,1,Koleda,0.0,Lucy,6.0,Rocketboo
ad2d226e765411f0acc48878734f76cf,6,2,S,113,Ellen,0,Lycaon,0.0,Soukaku,6.0,Sharkboo
ad2d23a1765411f0bf468878734f76cf,7,1,S,109,Vivian,0,Yuzuha,0.0,Yanagi,0.0,Robin
ad2d23a1765411f0bf468878734f76cf,7,2,S,175,Astra Yao,0,Lighter,0.0,Ellen,0.0,Snap
ad2d23a1765411f0bf468878734f76cf,6,1,S,170,Astra Yao,0,Lighter,0.0,Soldier 11,0.0,Snap
ad2d23a1765411f0bf468878734f76cf,6,2,S,107,Vivian,0,Yuzuha,0.0,Yanagi,0.0,Robin
ad0fc16b765411f0b7908878734f76cf,7,1,S,79,Yuzuha,0,Burnice,0.0,Yanagi,0.0,Miss Esme
ad0fc16b765411f0b7908878734f76cf,7,2,S,75,Astra Yao,6,Zhu Yuan,0.0,Nicole,6.0,Resonaboo
ad0fc16b765411f0b7908878734f76cf,6,1,S,90,Yuzuha,0,Burnice,0.0,Yanagi,0.0,Miss Esme
ad0fc16b765411f0b7908878734f76cf,6,2,S,51,Astra Yao,6,Zhu Yuan,0.0,Nicole,6.0,Resonaboo
ad0fc1b3765411f083bf8878734f76cf,7,1,S,139,Yuzuha,3,Caesar,1.0,Piper,6.0,Red Moccus
ad0fc1b3765411f083bf8878734f76cf,7,2,S,77,Astra Yao,2,Miyabi,6.0,Vivian,0.0,Robin
ad0fc1b3765411f083bf8878734f76cf,6,1,S,149,Yuzuha,3,Caesar,1.0,Piper,6.0,Red Moccus
ad0fc1b3765411f083bf8878734f76cf,6,2,S,76,Astra Yao,2,Miyabi,6.0,Vivian,0.0,Robin
ad0fc1f4765411f0bb0d8878734f76cf,7,1,S,124,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Snap
ad0fc1f4765411f0bb0d8878734f76cf,7,2,S,143,Miyabi,0,Jane,0.0,Yuzuha,0.0,Luckyboo
ad0fc1f4765411f0bb0d8878734f76cf,6,1,S,174,Miyabi,0,Jane,0.0,Yuzuha,0.0,Luckyboo
ad0fc1f4765411f0bb0d8878734f76cf,6,2,S,103,Yixuan,0,Trigger,0.0,Astra Yao,0.0,Snap
ad2d23fe765411f084c88878734f76cf,7,1,S,87,Trigger,0,Soldier 0 - Anby,0.0,Astra Yao,3.0,Snap
ad2d23fe765411f084c88878734f76cf,7,2,S,98,Miyabi,0,Yuzuha,0.0,Soukaku,6.0,Sharkboo
ad2d23fe765411f084c88878734f76cf,6,1,S,139,Yuzuha,0,Piper,6.0,Lucy,6.0,Red Moccus
ad2d23fe765411f084c88878734f76cf,6,2,S,76,Yixuan,0,Ju Fufu,0.0,Astra Yao,3.0,Snap
ad2d2441765411f0a3b78878734f76cf,7,1,S,98,Alice,0,Yuzuha,0.0,Jane,0.0,Miss Esme
ad2d2441765411f0a3b78878734f76cf,7,2,S,97,Miyabi,1,Yanagi,0.0,Astra Yao,0.0,Agent Gulliver
ad2d2441765411f0a3b78878734f76cf,6,1,S,106,Jane,0,Yuzuha,0.0,Burnice,0.0,Miss Esme
ad2d2441765411f0a3b78878734f76cf,6,2,S,83,Miyabi,1,Yanagi,0.0,Astra Yao,0.0,Agent Gulliver
ad0fc29d765411f09b268878734f76cf,7,1,A,250,Grace,1,Jane,1.0,Seth,6.0,Officer Cui
ad0fc29d765411f09b268878734f76cf,7,2,A,151,Astra Yao,0,Vivian,0.0,Miyabi,0.0,Resonaboo
ad0fc29d765411f09b268878734f76cf,6,1,S,156,Lucy,6,Burnice,0.0,Jane,1.0,Red Moccus
ad0fc29d765411f09b268878734f76cf,6,2,S,126,Astra Yao,0,Vivian,0.0,Miyabi,0.0,Resonaboo
ad2d247c765411f09a538878734f76cf,7,1,S,147,Anby,6,Trigger,0.0,Astra Yao,0.0,Plugboo
ad2d247c765411f09a538878734f76cf,7,2,S,100,Miyabi,0,Burnice,0.0,Yuzuha,0.0,Miss Esme
ad2d247c765411f09a538878734f76cf,6,1,S,160,Ju Fufu,0,Nicole,6.0,Yuzuha,0.0,Miss Esme
ad2d247c765411f09a538878734f76cf,6,2,S,139,Anby,6,Trigger,0.0,Astra Yao,0.0,Plugboo
ad2d24b5765411f09d158878734f76cf,7,1,S,125,Astra Yao,0,Soldier 0 - Anby,0.0,Trigger,0.0,Snap
ad2d24b5765411f09d158878734f76cf,7,2,S,95,Miyabi,0,Yuzuha,0.0,Soukaku,6.0,Sharkboo
ad2d24b5765411f09d158878734f76cf,6,1,S,193,Astra Yao,0,Soldier 11,1.0,Ju Fufu,0.0,Snap
ad2d24b5765411f09d158878734f76cf,6,2,S,88,Miyabi,0,Yuzuha,0.0,Soukaku,6.0,Sharkboo
ad2d24e9765411f09cb18878734f76cf,7,1,S,141,Yuzuha,0,Burnice,0.0,Yanagi,0.0,Agent Gulliver
ad2d24e9765411f09cb18878734f76cf,7,2,S,112,Astra Yao,0,Miyabi,0.0,Vivian,0.0,Knightboo
ad2d24e9765411f09cb18878734f76cf,6,1,S,135,Yuzuha,0,Burnice,0.0,Yanagi,0.0,Agent Gulliver
ad2d24e9765411f09cb18878734f76cf,6,2,S,87,Astra Yao,0,Miyabi,0.0,Vivian,0.0,Belion
ad0fc37d765411f093c88878734f76cf,7,1,S,104,Soldier 0 - Anby,3,Trigger,0.0,Caesar,0.0,Plugboo
ad0fc37d765411f093c88878734f76cf,7,2,S,93,Miyabi,2,Vivian,0.0,Soukaku,6.0,Robin
ad0fc37d765411f093c88878734f76cf,6,1,S,173,Soldier 11,2,Lighter,0.0,Lucy,6.0,Red Moccus
ad0fc37d765411f093c88878734f76cf,6,2,S,93,Miyabi,2,Lycaon,2.0,Soukaku,6.0,Sharkboo
ad2d251e765411f0a2e58878734f76cf,7,1,S,98,Burnice,0,Jane,2.0,Yuzuha,1.0,Rocketboo
ad2d251e765411f0a2e58878734f76cf,7,2,S,82,Astra Yao,0,Miyabi,2.0,Lycaon,2.0,Sharkboo
ad2d251e765411f0a2e58878734f76cf,6,1,S,80,Burnice,0,Jane,2.0,Yuzuha,1.0,Rocketboo
ad2d251e765411f0a2e58878734f76cf,6,2,S,79,Astra Yao,0,Miyabi,2.0,Lycaon,2.0,Sharkboo
ad2d2593765411f09a7f8878734f76cf,7,1,S,87,Yuzuha,0,Rina,1.0,Alice,0.0,Miss Esme
ad2d2593765411f09a7f8878734f76cf,7,2,S,184,Lucy,6,Nicole,6.0,Piper,6.0,Red Moccus
ad2d2593765411f09a7f8878734f76cf,6,1,S,125,Lucy,6,Yuzuha,0.0,Piper,6.0,Red Moccus
ad2d2593765411f09a7f8878734f76cf,6,2,S,170,Harumasa,0,Anby,5.0,Rina,1.0,Plugboo
ad2d25c8765411f0b8f58878734f76cf,7,1,S,149,Miyabi,2,Nicole,6.0,,,Butler
ad2d25c8765411f0b8f58878734f76cf,7,2,S,108,Astra Yao,0,Yixuan,1.0,Pan Yinhu,4.0,Resonaboo
ad2d25c8765411f0b8f58878734f76cf,6,1,S,134,Astra Yao,0,Yixuan,1.0,Pan Yinhu,4.0,Resonaboo
ad2d25c8765411f0b8f58878734f76cf,6,2,S,110,Miyabi,2,Nicole,6.0,,,Butler
ad0fc457765411f0bb8f8878734f76cf,7,1,S,140,Soldier 0 - Anby,2,Anby,6.0,Nicole,6.0,Plugboo
ad0fc457765411f0bb8f8878734f76cf,7,2,S,135,Yixuan,1,Pan Yinhu,6.0,Ju Fufu,0.0,Belion
ad0fc457765411f0bb8f8878734f76cf,6,1,S,181,Astra Yao,1,Evelyn,0.0,Lycaon,3.0,Snap
ad0fc457765411f0bb8f8878734f76cf,6,2,S,70,Yixuan,1,Pan Yinhu,6.0,Ju Fufu,0.0,Belion
ad2d25fc765411f0aa538878734f76cf,7,1,S,116,Ju Fufu,0,Soldier 0 - Anby,1.0,Trigger,0.0,Amillion
ad2d25fc765411f0aa538878734f76cf,7,2,S,99,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Penguinboo
ad2d25fc765411f0aa538878734f76cf,6,1,S,183,Anby,6,Astra Yao,0.0,Nicole,6.0,Amillion
ad2d25fc765411f0aa538878734f76cf,6,2,S,104,Ju Fufu,0,Soldier 0 - Anby,1.0,Trigger,0.0,Agent Gulliver
ad2d2631765411f0a9858878734f76cf,7,1,S,104,Yanagi,0,Trigger,0.0,Rina,5.0,Plugboo
ad2d2631765411f0a9858878734f76cf,7,2,S,115,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion
ad2d2631765411f0a9858878734f76cf,6,1,S,113,Piper,6,Burnice,0.0,Yuzuha,0.0,Red Moccus
ad2d2631765411f0a9858878734f76cf,6,2,S,65,Miyabi,0,Vivian,0.0,Astra Yao,0.0,Robin
ad2d2663765411f0b72e8878734f76cf,7,1,S,19,Soldier 0 - Anby,6,Trigger,6.0,Astra Yao,2.0,Snap
ad2d2663765411f0b72e8878734f76cf,7,2,S,38,Yixuan,6,Pan Yinhu,6.0,Ju Fufu,0.0,Amillion
ad2d2663765411f0b72e8878734f76cf,6,1,S,122,Anby,6,Nicole,6.0,Astra Yao,2.0,Snap
ad2d2663765411f0b72e8878734f76cf,6,2,S,43,Soldier 0 - Anby,6,Trigger,6.0,Yuzuha,0.0,Miss Esme
ad2d2696765411f09a558878734f76cf,7,1,S,100,Soldier 0 - Anby,2,Trigger,0.0,Astra Yao,0.0,Plugboo
ad2d2696765411f09a558878734f76cf,7,2,S,65,Miyabi,2,Yanagi,1.0,Yuzuha,2.0,Agent Gulliver
ad2d2696765411f09a558878734f76cf,6,1,S,186,Soldier 0 - Anby,2,Trigger,0.0,Astra Yao,0.0,Plugboo
ad2d2696765411f09a558878734f76cf,6,2,S,58,Miyabi,2,Yanagi,1.0,Yuzuha,2.0,Agent Gulliver
ad2d26ca765411f0b9c38878734f76cf,7,1,S,66,Alice,0,Yanagi,0.0,Yuzuha,0.0,Miss Esme
ad2d26ca765411f0b9c38878734f76cf,7,2,S,67,Miyabi,1,Nicole,6.0,Astra Yao,0.0,Snap
ad2d26ca765411f0b9c38878734f76cf,6,1,S,94,Alice,0,Burnice,0.0,Yuzuha,0.0,Miss Esme
ad2d26ca765411f0b9c38878734f76cf,6,2,S,88,Zhu Yuan,0,Trigger,0.0,Nicole,6.0,Plugboo
ad2d26fd765411f09dd18878734f76cf,7,1,S,88,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,2.0,Agent Gulliver
ad2d26fd765411f09dd18878734f76cf,7,2,S,67,Miyabi,1,Yuzuha,2.0,Soukaku,6.0,Sharkboo
ad2d26fd765411f09dd18878734f76cf,6,1,S,86,Yixuan,2,Pan Yinhu,6.0,Trigger,0.0,Belion
ad2d26fd765411f09dd18878734f76cf,6,2,S,40,Miyabi,1,Yuzuha,2.0,Astra Yao,2.0,Sharkboo
ad0fc5db765411f0a1388878734f76cf,7,1,S,79,Soldier 0 - Anby,2,Trigger,0.0,Astra Yao,0.0,Plugboo
