uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
0d9c6775185811f0a0e58878734f76cf,7,1,S,182,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0d9c6775185811f0a0e58878734f76cf,7,2,S,111,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
0d9c6775185811f0a0e58878734f76cf,6,1,S,152,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0d9c6775185811f0a0e58878734f76cf,6,2,S,83,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
0d9c6775185811f0a0e58878734f76cf,5,1,S,80,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
0d9c6775185811f0a0e58878734f76cf,5,2,S,117,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0d9c6775185811f0a0e58878734f76cf,4,1,S,55,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver
0d9c6775185811f0a0e58878734f76cf,4,2,S,98,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo
0d98c7de185811f0b9ac8878734f76cf,7,1,S,119,Astra Yao,0,Trigger,0.0,Soldier 0 - Anby,0.0,Snap
0d98c7de185811f0b9ac8878734f76cf,7,2,S,105,Lucy,6,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0d98c7de185811f0b9ac8878734f76cf,6,1,S,107,Astra Yao,0,Trigger,0.0,Soldier 0 - Anby,0.0,Snap
0d98c7de185811f0b9ac8878734f76cf,6,2,S,95,Lucy,6,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0d98c7de185811f0b9ac8878734f76cf,5,1,S,107,Astra Yao,0,Trigger,0.0,Soldier 0 - Anby,0.0,Snap
0d98c7de185811f0b9ac8878734f76cf,5,2,S,73,Lucy,6,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0d98c7de185811f0b9ac8878734f76cf,4,1,S,71,Astra Yao,0,Trigger,0.0,Soldier 0 - Anby,0.0,Snap
0d98c7de185811f0b9ac8878734f76cf,4,2,S,54,Lucy,6,Miyabi,2.0,Yanagi,0.0,Agent Gulliver
0d9c6877185811f095a98878734f76cf,7,1,S,97,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6877185811f095a98878734f76cf,7,2,S,108,Miyabi,2,Burnice,0.0,Lucy,6.0,Sharkboo
0d9c6877185811f095a98878734f76cf,6,1,S,70,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6877185811f095a98878734f76cf,6,2,S,67,Miyabi,2,Burnice,0.0,Lucy,6.0,Sharkboo
0d9c6877185811f095a98878734f76cf,5,1,S,84,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6877185811f095a98878734f76cf,5,2,S,102,Miyabi,2,,,,,Sharkboo
0d9c6877185811f095a98878734f76cf,4,1,S,72,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6877185811f095a98878734f76cf,4,2,S,69,Miyabi,2,,,,,Sharkboo
0d9c68ca185811f09f7f8878734f76cf,7,1,S,76,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0d9c68ca185811f09f7f8878734f76cf,7,2,S,189,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
0d9c68ca185811f09f7f8878734f76cf,6,1,S,84,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0d9c68ca185811f09f7f8878734f76cf,6,2,S,123,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
0d9c68ca185811f09f7f8878734f76cf,5,1,S,78,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0d9c68ca185811f09f7f8878734f76cf,5,2,S,110,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
0d9c68ca185811f09f7f8878734f76cf,4,1,S,61,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo
0d9c68ca185811f09f7f8878734f76cf,4,2,S,66,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo
0d9c6934185811f0b9e68878734f76cf,7,1,S,81,Harumasa,0,Qingyi,0.0,Astra Yao,0.0,Plugboo
0d9c6934185811f0b9e68878734f76cf,7,2,S,101,Miyabi,0,Piper,6.0,Lucy,6.0,Red Moccus
0d9c6934185811f0b9e68878734f76cf,6,1,S,109,Harumasa,0,Qingyi,0.0,Nicole,6.0,Agent Gulliver
0d9c6934185811f0b9e68878734f76cf,6,2,S,113,Miyabi,0,Grace,0.0,Rina,0.0,Plugboo
0d9c6934185811f0b9e68878734f76cf,5,1,S,99,Harumasa,0,Qingyi,0.0,Nicole,6.0,Plugboo
0d9c6934185811f0b9e68878734f76cf,5,2,S,101,Billy,6,Caesar,0.0,Astra Yao,0.0,Red Moccus
0d9c6934185811f0b9e68878734f76cf,4,1,S,78,Harumasa,0,Qingyi,0.0,Nicole,6.0,Plugboo
0d9c6934185811f0b9e68878734f76cf,4,2,S,92,Billy,6,Caesar,0.0,Astra Yao,0.0,Red Moccus
0d98c9d7185811f0921a8878734f76cf,4,1,S,72,Yanagi,0,Nicole,6.0,Miyabi,1.0,Agent Gulliver
0d98c9d7185811f0921a8878734f76cf,4,2,S,121,Astra Yao,0,Soldier 11,0.0,Trigger,0.0,Brawlerboo
0d9c6963185811f09be18878734f76cf,5,1,S,181,Trigger,0,Jane,1.0,Seth,6.0,Officer Cui
0d9c6963185811f09be18878734f76cf,5,2,S,100,Miyabi,0,Koleda,2.0,Astra Yao,0.0,Agent Gulliver
0d9c6963185811f09be18878734f76cf,4,1,S,86,Trigger,0,Jane,1.0,Seth,6.0,Officer Cui
0d9c6963185811f09be18878734f76cf,4,2,S,55,Miyabi,0,Koleda,2.0,Astra Yao,0.0,Agent Gulliver
0d9c6990185811f0a8ed8878734f76cf,7,1,S,138,Astra Yao,1,Soldier 0 - Anby,0.0,Caesar,1.0,Snap
0d9c6990185811f0a8ed8878734f76cf,7,2,S,86,Miyabi,2,Burnice,0.0,Lucy,6.0,Red Moccus
0d9c6990185811f0a8ed8878734f76cf,6,1,S,84,Miyabi,2,Burnice,0.0,Lucy,6.0,Red Moccus
0d9c6990185811f0a8ed8878734f76cf,6,2,S,83,Astra Yao,1,Evelyn,0.0,Nicole,6.0,Snap
0d9c6990185811f0a8ed8878734f76cf,5,1,S,64,Miyabi,2,Burnice,0.0,Lucy,6.0,Red Moccus
0d9c6990185811f0a8ed8878734f76cf,5,2,S,85,Astra Yao,1,Evelyn,0.0,Nicole,6.0,Snap
0d9c6990185811f0a8ed8878734f76cf,4,1,S,62,Miyabi,2,Burnice,0.0,Lucy,6.0,Red Moccus
0d9c6990185811f0a8ed8878734f76cf,4,2,S,55,Astra Yao,1,Evelyn,0.0,Nicole,6.0,Snap
0d9c69bb185811f088908878734f76cf,7,1,S,98,Burnice,0,Rina,1.0,Yanagi,0.0,Plugboo
0d9c69bb185811f088908878734f76cf,7,2,S,141,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Sharkboo
0d9c69bb185811f088908878734f76cf,6,1,S,149,Grace,0,Caesar,0.0,Harumasa,0.0,Plugboo
0d9c69bb185811f088908878734f76cf,6,2,S,95,Burnice,0,Rina,1.0,Yanagi,0.0,
0d9c69bb185811f088908878734f76cf,5,1,S,145,Rina,1,Yanagi,0.0,Harumasa,0.0,Plugboo
0d9c69bb185811f088908878734f76cf,5,2,S,86,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Sharkboo
0d9c69bb185811f088908878734f76cf,4,1,S,70,Miyabi,0,Rina,1.0,Yanagi,0.0,Agent Gulliver
0d9c69bb185811f088908878734f76cf,4,2,S,81,Burnice,0,Caesar,0.0,Piper,6.0,Red Moccus
0d98cb9f185811f086348878734f76cf,4,1,S,123,Miyabi,0,Trigger,0.0,Soukaku,6.0,Sharkboo
0d98cb9f185811f086348878734f76cf,4,2,S,169,Soldier 11,0,Koleda,1.0,Lucy,6.0,Rocketboo
0d9c69e6185811f0a8198878734f76cf,7,1,S,159,Rina,3,Harumasa,0.0,Qingyi,0.0,Plugboo
0d9c69e6185811f0a8198878734f76cf,7,2,S,107,Astra Yao,0,Miyabi,0.0,Lycaon,0.0,Sharkboo
0d9c69e6185811f0a8198878734f76cf,6,1,S,138,Rina,3,Harumasa,0.0,Qingyi,0.0,Plugboo
0d9c69e6185811f0a8198878734f76cf,6,2,S,115,Astra Yao,0,Evelyn,0.0,Koleda,2.0,Snap
0d9c69e6185811f0a8198878734f76cf,5,1,S,107,Rina,3,Harumasa,0.0,Qingyi,0.0,Plugboo
0d9c69e6185811f0a8198878734f76cf,5,2,S,73,Astra Yao,0,Miyabi,0.0,Lycaon,0.0,Sharkboo
0d9c69e6185811f0a8198878734f76cf,4,1,S,87,Rina,3,Harumasa,0.0,Qingyi,0.0,Plugboo
0d9c69e6185811f0a8198878734f76cf,4,2,S,55,Astra Yao,0,Evelyn,0.0,Koleda,2.0,Snap
0d9c6a3c185811f097578878734f76cf,7,1,S,69,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6a3c185811f097578878734f76cf,7,2,S,79,Miyabi,0,Yanagi,0.0,Lucy,6.0,Agent Gulliver
0d9c6a3c185811f097578878734f76cf,6,1,S,59,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6a3c185811f097578878734f76cf,6,2,S,139,Evelyn,0,Koleda,0.0,Nicole,6.0,Rocketboo
0d9c6a3c185811f097578878734f76cf,5,1,S,66,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6a3c185811f097578878734f76cf,5,2,S,68,Miyabi,0,Yanagi,0.0,Lucy,6.0,Agent Gulliver
0d9c6a3c185811f097578878734f76cf,4,1,S,50,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo
0d9c6a3c185811f097578878734f76cf,4,2,S,65,Evelyn,0,Koleda,0.0,Nicole,6.0,Rocketboo
0d9c6a92185811f0ab978878734f76cf,7,1,S,116,Soldier 0 - Anby,0,Nicole,5.0,Astra Yao,0.0,Resonaboo
0d9c6a92185811f0ab978878734f76cf,7,2,S,95,Miyabi,1,Yanagi,0.0,Caesar,0.0,Agent Gulliver
0d9c6a92185811f0ab978878734f76cf,6,1,S,77,Soldier 0 - Anby,0,Nicole,5.0,Astra Yao,0.0,Plugboo
0d9c6a92185811f0ab978878734f76cf,6,2,S,97,Miyabi,1,Yanagi,0.0,Caesar,0.0,Agent Gulliver
0d9c6a92185811f0ab978878734f76cf,5,1,S,166,Soldier 0 - Anby,0,,,,,Plugboo
0d9c6a92185811f0ab978878734f76cf,5,2,S,132,Miyabi,1,,,,,Sharkboo
0d9c6a92185811f0ab978878734f76cf,4,1,S,101,Soldier 0 - Anby,0,,,,,Plugboo
0d9c6a92185811f0ab978878734f76cf,4,2,S,101,Miyabi,1,,,,,Sharkboo
0d9c6abc185811f091ed8878734f76cf,7,1,S,136,Astra Yao,0,Soldier 0 - Anby,0.0,Qingyi,0.0,Plugboo
0d9c6abc185811f091ed8878734f76cf,7,2,S,161,Caesar,0,Yanagi,0.0,Miyabi,0.0,Agent Gulliver
0d9c6abc185811f091ed8878734f76cf,6,1,S,108,Caesar,0,Yanagi,0.0,Miyabi,0.0,Agent Gulliver
0d9c6abc185811f091ed8878734f76cf,6,2,S,109,Astra Yao,0,Evelyn,0.0,Lighter,0.0,Rocketboo
0d9c6abc185811f091ed8878734f76cf,5,1,S,133,Astra Yao,0,Soldier 0 - Anby,0.0,Qingyi,0.0,Plugboo
0d9c6abc185811f091ed8878734f76cf,5,2,S,99,Caesar,0,Yanagi,0.0,Miyabi,0.0,Agent Gulliver
0d9c6abc185811f091ed8878734f76cf,4,1,S,106,Caesar,0,Soldier 0 - Anby,0.0,Qingyi,0.0,Plugboo
0d9c6abc185811f091ed8878734f76cf,4,2,S,57,Astra Yao,0,Evelyn,0.0,Lighter,0.0,Rocketboo
0d98cdc1185811f0aa2a8878734f76cf,7,1,S,120,Yanagi,0,Harumasa,0.0,Astra Yao,0.0,Agent Gulliver
0d98cdc1185811f0aa2a8878734f76cf,7,2,S,121,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Sharkboo
0d98cdc1185811f0aa2a8878734f76cf,6,1,S,97,Miyabi,0,Yanagi,0.0,Caesar,0.0,Agent Gulliver
0d98cdc1185811f0aa2a8878734f76cf,6,2,S,116,Evelyn,0,Koleda,0.0,Astra Yao,0.0,Snap
0d98cdc1185811f0aa2a8878734f76cf,5,1,S,114,Yanagi,0,Harumasa,0.0,Astra Yao,0.0,Agent Gulliver
0d98cdc1185811f0aa2a8878734f76cf,5,2,S,98,Miyabi,0,Lycaon,2.0,Soukaku,6.0,Sharkboo
0d98cdc1185811f0aa2a8878734f76cf,4,1,S,61,Miyabi,0,Yanagi,0.0,Caesar,0.0,Agent Gulliver
0d98cdc1185811f0aa2a8878734f76cf,4,2,S,66,Evelyn,0,Koleda,0.0,Astra Yao,0.0,Snap
0d9c6b3d185811f0ada08878734f76cf,5,1,S,176,Soldier 0 - Anby,0,Pulchra,5.0,Lucy,6.0,Red Moccus
0d9c6b3d185811f0ada08878734f76cf,5,2,S,56,Miyabi,2,Nicole,6.0,Astra Yao,0.0,Resonaboo
0d9c6b3d185811f0ada08878734f76cf,4,1,S,78,Soldier 0 - Anby,0,Pulchra,5.0,Lucy,6.0,Red Moccus
0d9c6b3d185811f0ada08878734f76cf,4,2,S,38,Miyabi,2,Nicole,6.0,Astra Yao,0.0,Resonaboo
0d9c6b67185811f0a73f8878734f76cf,7,1,S,137,Miyabi,0,Yanagi,0.0,Rina,0.0,Agent Gulliver
