uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
4eca32c49dee11f0b2928878734f76cc,7,1,S,144,Seed,0,Soldier 11,2.0,Trigger,0.0,Mercury
4eca32c49dee11f0b2928878734f76cc,7,2,S,120,Alice,0,Yuzuha,0.0,Burnice,0.0,Miss Esme
4eca33a09dee11f0a87c8878734f76cc,7,1,S,117,Astra Yao,0,Miyabi,1.0,Yanagi,0.0,
4eca33a09dee11f0a87c8878734f76cc,7,2,S,154,Lighter,0,Seed,0.0,Evelyn,0.0,
4eca33d89dee11f080668878734f76cc,7,1,S,116,Soldier 0 - Anby,0,Pulchra,6.0,Astra Yao,0.0,Plugboo
4eca33d89dee11f080668878734f76cc,7,2,S,102,Jane,0,Vivian,0.0,Yuzuha,0.0,Miss Esme
4eca34179dee11f0a6aa8878734f76cc,7,1,S,102,Astra Yao,0,Yanagi,0.0,Miyabi,0.0,Plugboo
4eca34179dee11f0a6aa8878734f76cc,7,2,S,130,Burnice,0,Yuzuha,0.0,Jane,0.0,Officer Cui
4eca344d9dee11f0b3048878734f76cc,7,1,S,113,Yixuan,0,Pan Yinhu,6.0,Pulchra,6.0,Belion
4eca344d9dee11f0b3048878734f76cc,7,2,S,119,Evelyn,0,Trigger,0.0,Astra Yao,0.0,Snap
4eca34829dee11f0a1fd8878734f76cc,7,1,S,125,Yanagi,0,Trigger,0.0,Astra Yao,0.0,Plugboo
4eca34829dee11f0a1fd8878734f76cc,7,2,S,95,Alice,0,Vivian,0.0,Yuzuha,0.0,Miss Esme
4eca34ea9dee11f0b7588878734f76cc,7,1,S,95,Miyabi,1,Yuzuha,0.0,Soukaku,6.0,Sharkboo
4eca34ea9dee11f0b7588878734f76cc,7,2,S,173,Orphie & Magus,0,Soldier 0 - Anby,0.0,Astra Yao,0.0,Mercury
4eca351d9dee11f0bddf8878734f76cc,7,1,S,101,Soldier 0 - Anby,0,Trigger,0.0,Orphie & Magus,0.0,Plugboo
4eca351d9dee11f0bddf8878734f76cc,7,2,S,100,Evelyn,0,Ju Fufu,0.0,Astra Yao,0.0,Snap
4eca35519dee11f090918878734f76cc,7,1,S,132,Trigger,0,Nicole,6.0,Soldier 0 - Anby,0.0,Resonaboo
4eca35519dee11f090918878734f76cc,7,2,S,140,Astra Yao,0,Evelyn,0.0,Ju Fufu,0.0,Snap
4eca35859dee11f0ac4b8878734f76cc,7,1,S,63,Soldier 0 - Anby,0,Trigger,1.0,Nicole,6.0,Mercury
4eca35859dee11f0ac4b8878734f76cc,7,2,S,104,Nekomata,2,Orphie & Magus,1.0,Astra Yao,0.0,Snap
4eca35f19dee11f0beff8878734f76cc,7,1,S,82,Soldier 0 - Anby,0,Orphie & Magus,0.0,Astra Yao,0.0,Mercury
4eca35f19dee11f0beff8878734f76cc,7,2,S,102,Jane,0,Burnice,1.0,Yuzuha,0.0,Baddieboo
4eca365c9dee11f0b2238878734f76cc,7,1,S,85,Miyabi,0,Trigger,0.0,Astra Yao,0.0,Resonaboo
4eca365c9dee11f0b2238878734f76cc,7,2,S,115,Jane,0,Burnice,0.0,Yuzuha,0.0,Bangvolver
4eca36919dee11f096088878734f76cc,7,1,S,88,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Mercury
4eca36919dee11f096088878734f76cc,7,2,S,129,Miyabi,0,Yuzuha,0.0,Soukaku,6.0,Penguinboo
4eca36c79dee11f08c5b8878734f76cc,7,1,S,56,Orphie & Magus,1,Seed,0.0,Trigger,0.0,Mercury
4eca36c79dee11f08c5b8878734f76cc,7,2,S,94,Evelyn,0,Ju Fufu,0.0,Astra Yao,0.0,Snap
4eca36fc9dee11f0ae9c8878734f76cc,7,1,S,117,Miyabi,6,Soukaku,6.0,Lycaon,2.0,Agent Gulliver
4eca36fc9dee11f0ae9c8878734f76cc,7,2,S,166,Astra Yao,0,Evelyn,0.0,Koleda,2.0,Snap
4eca372e9dee11f087e18878734f76cc,7,1,S,83,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Mercury
4eca372e9dee11f087e18878734f76cc,7,2,S,64,Miyabi,6,Yanagi,0.0,Yuzuha,0.0,Agent Gulliver
4eca37629dee11f090468878734f76cc,7,1,S,29,Astra Yao,2,Seed,6.0,Soldier 0 - Anby,6.0,Snap
4eca37629dee11f090468878734f76cc,7,2,S,37,Miyabi,6,Yuzuha,2.0,Alice,6.0,Miss Esme
4eca37989dee11f092f38878734f76cc,7,1,S,92,Trigger,0,Seed,0.0,Soldier 0 - Anby,0.0,Mercury
4eca37989dee11f092f38878734f76cc,7,2,S,112,Yuzuha,0,Burnice,0.0,Miyabi,2.0,Rocketboo
4eca37cb9dee11f0b36f8878734f76cc,7,1,S,92,Yixuan,1,Trigger,0.0,Astra Yao,0.0,Snap
4eca37cb9dee11f0b36f8878734f76cc,7,2,S,159,Miyabi,0,Yuzuha,0.0,Soukaku,6.0,Penguinboo
4eca37fe9dee11f092df8878734f76cc,7,1,S,89,Trigger,0,Seed,0.0,Soldier 0 - Anby,0.0,Mercury
4eca37fe9dee11f092df8878734f76cc,7,2,S,174,Astra Yao,0,Nicole,6.0,Miyabi,0.0,Booressure
4eca38319dee11f08ac88878734f76cc,7,1,S,19,Astra Yao,4,Miyabi,6.0,Trigger,1.0,Belion
4eca38319dee11f08ac88878734f76cc,7,2,S,33,Yixuan,6,Caesar,2.0,Ju Fufu,2.0,Snap
4eca38659dee11f0a11a8878734f76cc,7,1,S,91,Soldier 0 - Anby,0,Trigger,0.0,Nicole,6.0,Snap
4eca38659dee11f0a11a8878734f76cc,7,2,S,123,Jane,0,Burnice,0.0,Yuzuha,0.0,Bangvolver
4eca38979dee11f09cb18878734f76cc,7,1,S,89,Soldier 0 - Anby,0,Seed,0.0,Trigger,0.0,Resonaboo
4eca38979dee11f09cb18878734f76cc,7,2,S,101,Miyabi,0,Yanagi,0.0,Yuzuha,0.0,Agent Gulliver
4eca38ca9dee11f0b5e58878734f76cc,7,1,S,61,Astra Yao,0,Seed,0.0,Soldier 0 - Anby,1.0,Plugboo
4eca38ca9dee11f0b5e58878734f76cc,7,2,S,113,Yuzuha,0,Vivian,0.0,Alice,0.0,Miss Esme
4eca38fe9dee11f0955a8878734f76cc,7,1,S,85,Yuzuha,0,Miyabi,0.0,Yanagi,0.0,Miss Esme
4eca38fe9dee11f0955a8878734f76cc,7,2,S,132,Astra Yao,0,Evelyn,0.0,Ju Fufu,0.0,Snap
4eca392e9dee11f08f998878734f76cc,7,1,B,215,Astra Yao,0,Rina,4.0,Soldier 0 - Anby,1.0,Snap
4eca392e9dee11f08f998878734f76cc,7,2,B,330,Yuzuha,0,Soldier 11,0.0,Koleda,1.0,Mercury
4eca39629dee11f0ad118878734f76cc,7,1,S,111,Astra Yao,0,Harumasa,0.0,Seed,0.0,Plugboo
4eca39629dee11f0ad118878734f76cc,7,2,S,91,Yuzuha,0,Alice,0.0,Burnice,0.0,Miss Esme
4eca39959dee11f0aaab8878734f76cc,7,1,S,54,Seed,0,Trigger,1.0,Ellen,0.0,Mercury
4eca39959dee11f0aaab8878734f76cc,7,2,S,128,Evelyn,0,Lighter,1.0,Lucy,6.0,Rocketboo
