uid,floor,node,rating,time,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo
1000000,7,1,S,148,Yixuan,0,Lucia,0,Ju Fufu,0,Belion
1000000,7,2,S,93,Astra Yao,0,Miyabi,2,Vivian,0,Agent Gulliver
1000001,7,1,S,126,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000001,7,2,S,108,Yuzuha,0,Miyabi,1,Yanagi,0,Agent Gulliver
1010355,7,1,S,111,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion
1010355,7,2,S,119,Miyabi,0,Vivian,0,Astra Yao,0,Resonaboo
1000002,7,1,S,109,Lucia,2,Manato,6,Ju Fufu,0,Rocketboo
1000002,7,2,S,106,Lighter,6,Lycaon,3,Hugo,0,Robin
1000003,7,1,S,144,Yixuan,0,Pan Yinhu,6,Lucia,0,Belion
1000003,7,2,S,111,Miyabi,0,Trigger,0,Astra Yao,0,Snap
1000004,7,1,S,93,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000004,7,2,S,74,Miyabi,2,Vivian,0,Yuzuha,0,Robin
1010356,7,1,A,167,Yixuan,0,Pan Yinhu,6,Soukaku,6,Belion
1010356,7,2,A,171,Yidhari,0,Lycaon,1,Lucia,0,Miss Esme
1000005,7,1,S,130,Yixuan,0,Pan Yinhu,6,Dialyn,0,Miss Esme
1000005,7,2,S,103,Miyabi,1,Yuzuha,0,Soukaku,6,Sharkboo
1010357,7,1,S,103,Yixuan,0,Ju Fufu,0,Lucia,0,Resonaboo
1010357,7,2,S,99,Miyabi,1,Lycaon,3,Yuzuha,0,Sharkboo
1000006,7,1,S,107,Astra Yao,0,Yixuan,0,Ju Fufu,0,Miss Esme
1000006,7,2,S,107,Yidhari,0,Lycaon,4,Lucia,0,Sharkboo
1000007,7,1,S,97,Soldier 0 - Anby,0,Trigger,1,Orphie & Magus,1,Mercury
1000007,7,2,S,134,Ellen,0,Lycaon,4,Astra Yao,0,Snap
1000008,7,1,S,145,Yidhari,0,Ju Fufu,0,Lucia,0,Miss Esme
1000008,7,2,S,125,Miyabi,0,Yuzuha,0,Yanagi,0,Snap
1000009,7,1,S,70,Yixuan,1,Pulchra,6,Lucia,0,Belion
1000009,7,2,S,69,Miyabi,2,Vivian,0,Astra Yao,0,Robin
1000010,7,1,S,100,Yixuan,0,Ju Fufu,0,Lucia,0,Belion
1000010,7,2,S,117,Ellen,1,Trigger,0,Astra Yao,0,Snap
1000011,7,1,S,185,Soldier 11,5,Trigger,0,Orphie & Magus,0,Mercury
1000011,7,2,S,101,Miyabi,0,Yuzuha,0,Soukaku,6,Penguinboo
1000012,7,1,S,79,Lucia,0,Yixuan,0,Ju Fufu,0,Belion
1000012,7,2,S,103,Miyabi,0,Yuzuha,0,Soukaku,6,Sharkboo
1010358,7,1,S,123,Yixuan,1,Astra Yao,0,Vivian,2,Resonaboo
