uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
e58b8ccc8e1411f081bf8878734f76cf,1,2,19036,The Defiler,Fiery Assault,Seed,0,Trigger,0.0,Ellen,0.0,Mercury,32.49%
e58b8ccc8e1411f081bf8878734f76cf,2,3,29529,Miasmic Fiend - Unfathomable,Artful,Alice,0,Yuzuha,0.0,Vivian,0.0,Miss Esme,32.49%
e58b8ccc8e1411f081bf8878734f76cf,3,3,20005,Miasma Priest,Artful,Astra Yao,0,Yixuan,0.0,Ju Fufu,0.0,Belion,32.49%
e58b8e188e1411f0b63f8878734f76cf,2,2,16349,Miasmic Fiend - Unfathomable,Artful,Jane,0,Yuzuha,0.0,Astra Yao,0.0,Bangvolver,89.81%
e58b8e828e1411f0b9458878734f76cf,1,3,22923,The Defiler,Fiery Assault,Astra Yao,0,Evelyn,0.0,Seed,0.0,Snap,22.66%
e58b8e828e1411f0b9458878734f76cf,2,3,21867,Miasmic Fiend - Unfathomable,Artful,Vivian,0,Yuzuha,0.0,Jane,0.0,Robin,22.66%
e58b8e828e1411f0b9458878734f76cf,3,3,22675,Miasma Priest,Harnessing Change,Pan Yinhu,6,Ju Fufu,0.0,Yixuan,0.0,Belion,22.66%
e58b8ec58e1411f0b36e8878734f76cf,1,3,20266,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Harumasa,0.0,Astra Yao,0.0,Plugboo,11.96%
e58b8ec58e1411f0b36e8878734f76cf,2,3,35071,Miasmic Fiend - Unfathomable,Artful,Jane,0,Vivian,0.0,Yuzuha,0.0,Miss Esme,11.96%
e58b8ec58e1411f0b36e8878734f76cf,3,3,23084,Miasma Priest,Harnessing Change,Yixuan,0,Pan Yinhu,4.0,Pulchra,6.0,Belion,11.96%
e58b8f028e1411f0a3268878734f76cf,1,2,19493,The Defiler,Harnessing Change,Lycaon,3,Lighter,6.0,Hugo,0.0,Robin,13.02%
e58b8f028e1411f0a3268878734f76cf,2,3,31630,Miasmic Fiend - Unfathomable,Artful,Yuzuha,0,Yanagi,0.0,Miyabi,0.0,Plugboo,13.02%
e58b8f028e1411f0a3268878734f76cf,3,3,25534,Miasma Priest,Harnessing Change,Astra Yao,0,Ju Fufu,0.0,Evelyn,0.0,Snap,13.02%
e58b8f3e8e1411f082378878734f76cf,2,2,18070,Miasmic Fiend - Unfathomable,Artful,Astra Yao,0,Miyabi,0.0,Trigger,0.0,Agent Gulliver,69.05%
e58b8f3e8e1411f082378878734f76cf,3,3,20046,Miasma Priest,Harnessing Change,Yixuan,0,Pan Yinhu,6.0,Pulchra,6.0,Belion,69.05%
e58b8f778e1411f096778878734f76cf,1,3,29476,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo,4.62%
e58b8f778e1411f096778878734f76cf,2,3,37630,Miasmic Fiend - Unfathomable,Artful,Miyabi,2,Vivian,0.0,Yuzuha,0.0,Robin,4.62%
e58b8f778e1411f096778878734f76cf,3,3,27616,Miasma Priest,Harnessing Change,Yixuan,0,Pan Yinhu,5.0,Caesar,0.0,Belion,4.62%
e58b8faf8e1411f093998878734f76cf,1,2,18727,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Nicole,6.0,Astra Yao,0.0,Plugboo,45.23%
e58b8faf8e1411f093998878734f76cf,2,2,14569,Miasmic Fiend - Unfathomable,Artful,Jane,1,Seth,6.0,Yuzuha,0.0,Bangvolver,45.23%
e58b8faf8e1411f093998878734f76cf,3,2,18551,Miasma Priest,Harnessing Change,Yixuan,0,Pulchra,6.0,Caesar,0.0,Red Moccus,45.23%
e58b8fe68e1411f0bb8e8878734f76cf,1,3,23376,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo,10.25%
e58b8fe68e1411f0bb8e8878734f76cf,2,3,34300,Miasmic Fiend - Unfathomable,Artful,Alice,0,Yuzuha,0.0,Vivian,0.0,Miss Esme,10.25%
e58b8fe68e1411f0bb8e8878734f76cf,3,3,32272,Miasma Priest,Harnessing Change,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,10.25%
e58b901d8e1411f0ade58878734f76cf,2,3,25307,Miasmic Fiend - Unfathomable,Artful,Trigger,0,Yuzuha,0.0,Alice,0.0,Miss Esme,43.42%
e58b901d8e1411f0ade58878734f76cf,3,3,28083,Miasma Priest,Harnessing Change,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,43.42%
e58b90548e1411f0b0f68878734f76cf,1,3,39285,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Trigger,1.0,Astra Yao,0.0,Mercury,31.52%
e58b90548e1411f0b0f68878734f76cf,2,3,21801,Miasmic Fiend - Unfathomable,Artful,Burnice,0,Jane,0.0,Yuzuha,0.0,Luckyboo,31.52%
e58b908a8e1411f0b8ac8878734f76cf,1,3,23928,The Defiler,Artful,Piper,6,Yuzuha,0.0,Yanagi,0.0,Red Moccus,12.93%
e58b908a8e1411f0b8ac8878734f76cf,2,3,24973,Miasmic Fiend - Unfathomable,Artful,Astra Yao,0,Miyabi,0.0,Nicole,6.0,Snap,12.93%
e58b908a8e1411f0b8ac8878734f76cf,3,3,37936,Miasma Priest,Harnessing Change,Yixuan,1,Trigger,0.0,Ju Fufu,0.0,Belion,12.93%
e58b90c58e1411f08f398878734f76cf,1,3,20550,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Qingyi,0.0,Astra Yao,0.0,Knightboo,9.04%
e58b90c58e1411f08f398878734f76cf,2,3,38233,Miasmic Fiend - Unfathomable,Artful,Jane,0,Vivian,0.0,Yuzuha,0.0,Robin,9.04%
e58b90c58e1411f08f398878734f76cf,3,3,23757,Miasma Priest,Harnessing Change,Yixuan,1,Pan Yinhu,6.0,Lucy,6.0,Belion,9.04%
e58b90fb8e1411f08c158878734f76cf,1,2,16008,The Defiler,Fiery Assault,Soldier 0 - Anby,0,Trigger,0.0,Rina,4.0,Mercury,50.03%
e58b90fb8e1411f08c158878734f76cf,2,3,28051,Miasmic Fiend - Unfathomable,Harnessing Change,Miyabi,6,Yanagi,0.0,Alice,0.0,Agent Gulliver,50.03%
e58b90fb8e1411f08c158878734f76cf,3,1,12674,Miasma Priest,Harnessing Change,Evelyn,0,Pulchra,6.0,Ju Fufu,0.0,Rocketboo,50.03%
