uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
d961ff2d040411f0b38f8878734f76cf,1,3,20222,Unknown Corruption Complex,Rapid Aid,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,2324
d961ff2d040411f0b38f8878734f76cf,2,3,34759,Sacrifice - Bringer,Anomaly Surge,Astra Yao,0,Miyabi,0.0,Soukaku,6.0,Agent Gulliver,2324
d961ff2d040411f0b38f8878734f76cf,3,1,10757,Notorious - Pompey,Anomaly Surge,Jane,0,Seth,2.0,Lucy,4.0,Snap,2324
d961ffb4040411f097298878734f76cf,1,3,25195,Unknown Corruption Complex,Electrospark,Soldier 0 - Anby,0,Qingyi,0.0,Lucy,4.0,Butler,8082
d961ffeb040411f0a3678878734f76cf,1,3,25925,Unknown Corruption Complex,Electrospark,Astra Yao,0,Pulchra,3.0,Soldier 0 - Anby,0.0,Snap,2595
d961ffeb040411f0a3678878734f76cf,2,3,38950,Sacrifice - Bringer,Anomaly Surge,Miyabi,2,Yanagi,0.0,Nicole,6.0,Agent Gulliver,2595
d9620015040411f093de8878734f76cf,1,3,23248,Unknown Corruption Complex,Rapid Aid,Zhu Yuan,0,Qingyi,0.0,Nicole,6.0,Resonaboo,3908
d9620015040411f093de8878734f76cf,2,3,39931,Sacrifice - Bringer,Anomaly Surge,Miyabi,2,Rina,1.0,Soukaku,6.0,Sharkboo,3908
d962003c040411f0af248878734f76cf,1,3,37084,Unknown Corruption Complex,Electrospark,Harumasa,2,Qingyi,1.0,Rina,1.0,Plugboo,3368
d962003c040411f0af248878734f76cf,3,3,21909,Notorious - Pompey,Electrospark,Soldier 11,1,Lighter,1.0,Lucy,6.0,Rocketboo,3368
d9620061040411f0a5e08878734f76cf,1,3,29299,Unknown Corruption Complex,Electrospark,Harumasa,0,Qingyi,0.0,Nicole,6.0,Plugboo,370
d9620061040411f0a5e08878734f76cf,2,3,41324,Sacrifice - Bringer,Anomaly Surge,Miyabi,1,Burnice,0.0,Lucy,6.0,Red Moccus,370
d9620061040411f0a5e08878734f76cf,3,3,32053,Notorious - Pompey,Electrospark,Evelyn,0,Caesar,0.0,Astra Yao,0.0,Snap,370
d9620085040411f099888878734f76cf,1,3,29692,Unknown Corruption Complex,Electrospark,Harumasa,0,Qingyi,0.0,Caesar,0.0,Plugboo,430
d9620085040411f099888878734f76cf,2,3,38051,Sacrifice - Bringer,Anomaly Surge,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,430
d9620085040411f099888878734f76cf,3,3,20055,Notorious - Pompey,Rapid Aid,Jane,0,Astra Yao,0.0,Nicole,6.0,Resonaboo,430
d96200aa040411f0b2c88878734f76cf,1,1,9716,Unknown Corruption Complex,Electrospark,Harumasa,0,Anby,6.0,Nicole,6.0,Resonaboo,5270
d96200aa040411f0b2c88878734f76cf,2,3,24463,Sacrifice - Bringer,Rapid Aid,Miyabi,0,Koleda,2.0,Astra Yao,0.0,Agent Gulliver,5270
d96200aa040411f0b2c88878734f76cf,3,2,14120,Notorious - Pompey,Electrospark,Evelyn,0,Lucy,6.0,Burnice,0.0,Snap,5270
