uid,phase,name,level,cons,weapon,element,artifacts
1000000,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
1000000,,Yixuan,60,0,Qingming Birdcage,Ether,"4p Yunkui Tales, Branch & Blade Song"
1000000,,Vivian,60,0,Weeping Gemini,Ether,"4p Phaethon's Melody, Chaos Jazz"
1000000,,Burnice,60,0,Fusion Compiler,Fire,"4p Chaos Jazz, Phaethon's Melody"
1000000,,Qingyi,60,0,Ice-Jade Teapot,Electric,"4p Shockstar Disco, Swing Jazz"
1000000,,Astra Yao,60,0,The Vault,Ether,"4p Astral Voice, Swing Jazz"
1000000,,Yuzuha,60,0,Bashful Demon,Physical,"4p Swing Jazz, Phaethon's Melody"
1000000,,Lucia,60,0,Dreamlit Hearth,Ether,"4p Moonlight Lullaby, Yunkui Tales"
1000000,,Trigger,60,0,Spectral Gaze,Electric,"4p King of the Summit, Shockstar Disco"
1000000,,Alice,60,0,Practiced Perfection,Physical,"4p Fanged Metal, Phaethon's Melody"
1000001,,Yuzuha,60,0,Metanukimorphosis,Physical,"4p Swing Jazz, Phaethon's Melody"
1000001,,Miyabi,60,2,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
1000001,,Lucia,60,0,Kaboom the Cannon,Ether,"4p Moonlight Lullaby, Yunkui Tales"
1000001,,Ju Fufu,60,0,Steam Oven,Fire,"4p King of the Summit, Astral Voice"
1000001,,Soldier 11,60,3,The Brimstone,Fire,"4p Inferno Metal, Woodpecker Electro"
1000001,,Vivian,60,0,Flight of Fancy,Ether,"4p Phaethon's Melody, Freedom Blues"
1000001,,Seed,60,0,Cordis Germina,Electric,"4p Dawn's Bloom, Woodpecker Electro"
1000001,,Alice,60,0,Practiced Perfection,Physical,"4p Fanged Metal, Phaethon's Melody"
1000001,,Yixuan,60,0,Qingming Birdcage,Ether,"4p Yunkui Tales, Woodpecker Electro"
1000001,,Astra Yao,60,0,Elegant Vanity,Ether,"4p Astral Voice, Swing Jazz"
1000002,,Yuzuha,60,0,Metanukimorphosis,Physical,"4p Swing Jazz, Phaethon's Melody"
1000002,,Miyabi,60,3,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
1000002,,Soldier 0 - Anby,60,0,Severed Innocence,Electric,"4p Dawn's Bloom, Shadow Harmony"
1000002,,Lucia,60,0,Unfettered Game Ball,Ether,"4p Moonlight Lullaby, Yunkui Tales"
1000002,,Soukaku,60,6,Bashful Demon,Ice,"4p Swing Jazz, Hormone Punk"
1000002,,Pan Yinhu,60,6,Tremor Trigram Vessel,Physical,"4p Astral Voice, Swing Jazz"
1000002,,Trigger,60,0,The Restrained,Electric,"4p Shadow Harmony, Woodpecker Electro"
1000002,,Vivian,60,0,Electro-Lip Gloss,Ether,"4p Phaethon's Melody, Astral Voice"
1000002,,Orphie & Magus,60,0,Steel Cushion,Fire,"4p Shadow Harmony, Woodpecker Electro"
1000002,,Alice,60,0,Fusion Compiler,Physical,"4p Fanged Metal, Phaethon's Melody"
1000002,,Yixuan,60,1,Qingming Birdcage,Ether,"4p Yunkui Tales, Branch & Blade Song"
1000002,,Astra Yao,60,0,Unfettered Game Ball,Ether,"4p Astral Voice, Swing Jazz"
1000003,,Yuzuha,60,0,Slice of Time,Physical,"4p Moonlight Lullaby, Phaethon's Melody"
1000003,,Miyabi,60,1,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Astral Voice"
1000003,,Yanagi,60,0,Fusion Compiler,Electric,"4p Chaos Jazz, Freedom Blues"
1000003,,Lucia,60,0,Kaboom the Cannon,Ether,"4p Moonlight Lullaby, Yunkui Tales"
1000003,,Jane,60,0,Weeping Gemini,Physical,"Chaos Jazz, Fanged Metal, Freedom Blues"
1000003,,Ju Fufu,60,0,Hellfire Gears,Fire,"4p King of the Summit, Astral Voice"
1000003,,Vivian,60,0,Flight of Fancy,Ether,"4p Phaethon's Melody, Chaos Jazz"
1000003,,Seed,60,0,Cordis Germina,Electric,"Dawn's Bloom, Woodpecker Electro, Flex"
1000003,,Orphie & Magus,60,0,The Brimstone,Fire,"4p Shadow Harmony, Moonlight Lullaby"
1000003,,Yixuan,60,0,Puzzle Sphere,Ether,"4p Yunkui Tales, Branch & Blade Song"
1000003,,Astra Yao,60,0,Weeping Cradle,Ether,"4p Astral Voice, Hormone Punk"
1000004,,Manato,60,4,Grill O'Wisp,Fire,"4p Yunkui Tales, Branch & Blade Song"
1000004,,Yuzuha,60,0,Metanukimorphosis,Physical,"4p Moonlight Lullaby, Phaethon's Melody"
1000004,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
1000004,,Soldier 0 - Anby,60,0,Severed Innocence,Electric,"4p Shadow Harmony, Branch & Blade Song"
1000004,,Lucia,60,0,Dreamlit Hearth,Ether,"4p Moonlight Lullaby, Swing Jazz"
1000004,,Koleda,60,1,Hellfire Gears,Fire,"4p Shockstar Disco, Swing Jazz"
1000004,,Jane,60,0,Sharpened Stinger,Physical,"4p Fanged Metal, Freedom Blues"
1000004,,Pan Yinhu,60,6,Tremor Trigram Vessel,Physical,"4p Astral Voice, Hormone Punk"
1000004,,Harumasa,60,0,Zanshin Herb Case,Electric,"4p Thunder Metal, Woodpecker Electro"
1000004,,Vivian,60,0,Flight of Fancy,Ether,"4p Phaethon's Melody, Freedom Blues"
1000004,,Yixuan,60,0,Qingming Birdcage,Ether,"4p Yunkui Tales, Woodpecker Electro"
1000004,,Astra Yao,60,0,Elegant Vanity,Ether,"4p Astral Voice, Swing Jazz"
1000005,,Manato,60,6,Grill O'Wisp,Fire,"4p Yunkui Tales, Branch & Blade Song"
1000005,,Yuzuha,60,0,Metanukimorphosis,Physical,"4p Moonlight Lullaby, Phaethon's Melody"
1000005,,Lighter,60,6,Blazing Laurel,Fire,"4p King of the Summit, Swing Jazz"
1000005,,Evelyn,60,0,Heartstring Nocturne,Fire,"4p Woodpecker Electro, Branch & Blade Song"
1000005,,Lucia,60,2,Dreamlit Hearth,Ether,"4p Moonlight Lullaby, Yunkui Tales"
1000005,,Jane,60,0,Practiced Perfection,Physical,"4p Fanged Metal, Freedom Blues"
1000005,,Ju Fufu,60,0,Roaring Fur-nace,Fire,"4p King of the Summit, Astral Voice"
1000005,,Vivian,60,0,Flight of Fancy,Ether,"4p Phaethon's Melody, Freedom Blues"
1000005,,Astra Yao,60,0,Kaboom the Cannon,Ether,"4p Astral Voice, Swing Jazz"
1000006,,Miyabi,60,0,Hailstorm Shrine,Ice,"4p Branch & Blade Song, Woodpecker Electro"
1000006,,Evelyn,60,0,Heartstring Nocturne,Fire,"4p Woodpecker Electro, Branch & Blade Song"
1000006,,Lucia,60,0,Kaboom the Cannon,Ether,"4p Moonlight Lullaby, Yunkui Tales"
1000006,,Pan Yinhu,60,6,Tremor Trigram Vessel,Physical,"4p Astral Voice, Swing Jazz"
