uid,floor,star,score,boss,buff,ch1,ch1_rank,ch2,ch2_rank,ch3,ch3_rank,bangboo,rank_percent
ad2d226e765411f0acc48878734f76cf,1,3,25223,Miasmic Fiend - Unfathomable,Artful,Astra Yao,2,Piper,6.0,Caesar,0.0,Resonaboo,7.67%
ad2d226e765411f0acc48878734f76cf,2,3,44901,Notorious - Dead End Butcher,Raging Storm,Miyabi,6,Nicole,5.0,Soukaku,6.0,Snap,7.67%
ad2d226e765411f0acc48878734f76cf,3,3,28115,Notorious - Marionette,Raging Storm,Ellen,0,Trigger,1.0,Lycaon,0.0,Sharkboo,7.67%
ad2d23a1765411f0bf468878734f76cf,1,3,27464,Miasmic Fiend - Unfathomable,Artful,Vivian,0,Yuzuha,0.0,Yanagi,0.0,Robin,22.65%
ad2d23a1765411f0bf468878734f76cf,2,3,20768,Notorious - Dead End Butcher,Artful,Lycaon,1,Soukaku,6.0,Miyabi,0.0,Penguinboo,22.65%
ad2d23a1765411f0bf468878734f76cf,3,3,28742,Notorious - Marionette,Raging Storm,Astra Yao,0,Nicole,6.0,Soldier 0 - Anby,0.0,Snap,22.65%
ad2d23fe765411f084c88878734f76cf,1,3,34424,Miasmic Fiend - Unfathomable,Artful,Alice,0,Caesar,0.0,Yuzuha,0.0,Miss Esme,6.62%
ad2d23fe765411f084c88878734f76cf,2,3,23936,Notorious - Dead End Butcher,Artful,Miyabi,0,Lycaon,0.0,Soukaku,6.0,Sharkboo,6.62%
ad2d23fe765411f084c88878734f76cf,3,3,42710,Notorious - Marionette,Raging Storm,Yixuan,0,Ju Fufu,0.0,Astra Yao,3.0,Snap,6.62%
ad2d2441765411f0a3b78878734f76cf,1,3,36430,Miasmic Fiend - Unfathomable,Artful,Jane,0,Alice,0.0,Yuzuha,0.0,Miss Esme,2.95%
ad2d2441765411f0a3b78878734f76cf,2,3,33787,Notorious - Dead End Butcher,Power On,Miyabi,1,Yanagi,0.0,Astra Yao,0.0,Agent Gulliver,2.95%
ad2d2441765411f0a3b78878734f76cf,3,3,46889,Notorious - Marionette,Power On,Yixuan,1,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,2.95%
ad2d247c765411f09a538878734f76cf,1,3,25229,Miasmic Fiend - Unfathomable,Power On,Yixuan,0,Pan Yinhu,5.0,Ju Fufu,0.0,Belion,7.87%
ad2d247c765411f09a538878734f76cf,2,3,37012,Notorious - Dead End Butcher,Artful,Miyabi,0,Burnice,0.0,Yuzuha,0.0,Miss Esme,7.87%
ad2d247c765411f09a538878734f76cf,3,3,35458,Notorious - Marionette,Raging Storm,Soldier 0 - Anby,0,Trigger,0.0,Astra Yao,0.0,Plugboo,7.87%
ad2d24b5765411f09d158878734f76cf,1,2,18248,Miasmic Fiend - Unfathomable,Raging Storm,Trigger,0,Soldier 0 - Anby,0.0,Pulchra,6.0,Plugboo,48.03%
ad2d24b5765411f09d158878734f76cf,2,3,24826,Notorious - Dead End Butcher,Raging Storm,Miyabi,0,Yuzuha,0.0,Soukaku,6.0,Miss Esme,48.03%
ad2d24b5765411f09d158878734f76cf,3,2,14547,Notorious - Marionette,Raging Storm,Astra Yao,0,Soldier 11,1.0,Ju Fufu,0.0,Red Moccus,48.03%
ad2d24e9765411f09cb18878734f76cf,1,2,14528,Miasmic Fiend - Unfathomable,Artful,Nicole,6,Trigger,0.0,Soldier 0 - Anby,0.0,Plugboo,29.22%
ad2d24e9765411f09cb18878734f76cf,2,3,20044,Notorious - Dead End Butcher,Artful,Yuzuha,0,Vivian,0.0,Yanagi,0.0,Agent Gulliver,29.22%
ad2d24e9765411f09cb18878734f76cf,3,3,36959,Notorious - Marionette,Artful,Astra Yao,0,Burnice,0.0,Miyabi,0.0,Knightboo,29.22%
ad2d251e765411f0a2e58878734f76cf,1,3,59400,Miasmic Fiend - Unfathomable,Artful,Jane,2,Vivian,1.0,Yuzuha,1.0,Robin,2.0%
ad2d251e765411f0a2e58878734f76cf,2,3,43179,Notorious - Dead End Butcher,Artful,Astra Yao,0,Miyabi,2.0,Yanagi,0.0,Overtimeboo,2.0%
ad2d251e765411f0a2e58878734f76cf,3,3,22774,Notorious - Marionette,Raging Storm,Ellen,0,Lycaon,2.0,Soukaku,6.0,Sharkboo,2.0%
ad2d2553765411f0806e8878734f76cf,2,1,9134,Notorious - Dead End Butcher,Power On,Miyabi,0,Koleda,2.0,Lucy,6.0,Rocketboo,84.69%
ad2d2553765411f0806e8878734f76cf,3,2,15704,Notorious - Marionette,Power On,Ellen,0,Lycaon,1.0,Nicole,6.0,Sharkboo,84.69%
ad2d2593765411f09a7f8878734f76cf,1,3,22535,Miasmic Fiend - Unfathomable,Artful,Lucy,6,Nicole,6.0,Piper,6.0,Red Moccus,28.48%
ad2d2593765411f09a7f8878734f76cf,2,3,29502,Notorious - Dead End Butcher,Artful,Yuzuha,0,Soukaku,5.0,Alice,0.0,Miss Esme,28.48%
ad2d2593765411f09a7f8878734f76cf,3,3,20061,Notorious - Marionette,Power On,Harumasa,0,Anby,6.0,Rina,1.0,Plugboo,28.48%
ad2d25c8765411f0b8f58878734f76cf,1,3,20882,Miasmic Fiend - Unfathomable,Artful,Yixuan,1,Pan Yinhu,4.0,,,Butler,16.59%
ad2d25c8765411f0b8f58878734f76cf,2,3,23239,Notorious - Dead End Butcher,Power On,Miyabi,2,Lycaon,2.0,Soukaku,6.0,Sharkboo,16.59%
ad2d25c8765411f0b8f58878734f76cf,3,3,39191,Notorious - Marionette,Raging Storm,Astra Yao,0,Trigger,0.0,Soldier 0 - Anby,3.0,Plugboo,16.59%
ad2d25fc765411f0aa538878734f76cf,2,3,30865,Notorious - Dead End Butcher,Artful,Miyabi,0,Vivian,0.0,Soukaku,6.0,Penguinboo,36.68%
ad2d25fc765411f0aa538878734f76cf,3,3,35152,Notorious - Marionette,Raging Storm,Soldier 0 - Anby,1,Trigger,0.0,Ju Fufu,0.0,Butler,36.68%
ad2d2631765411f0a9858878734f76cf,1,3,44315,Miasmic Fiend - Unfathomable,Artful,Piper,6,Vivian,0.0,Yuzuha,1.0,Robin,2.79%
ad2d2631765411f0a9858878734f76cf,2,3,36044,Notorious - Dead End Butcher,Power On,Miyabi,0,Yanagi,0.0,Astra Yao,0.0,Agent Gulliver,2.79%
ad2d2631765411f0a9858878734f76cf,3,3,37955,Notorious - Marionette,Power On,Yixuan,0,Pan Yinhu,6.0,Ju Fufu,0.0,Belion,2.79%
ad2d2663765411f0b72e8878734f76cf,1,3,55517,Miasmic Fiend - Unfathomable,Power On,Yixuan,6,Pan Yinhu,6.0,Ju Fufu,0.0,Amillion,0.45%
ad2d2663765411f0b72e8878734f76cf,2,3,52933,Notorious - Dead End Butcher,Artful,Burnice,6,Yuzuha,0.0,Jane,6.0,Miss Esme,0.45%
ad2d2663765411f0b72e8878734f76cf,3,3,61600,Notorious - Marionette,Raging Storm,Soldier 0 - Anby,6,Trigger,6.0,Astra Yao,2.0,Snap,0.45%
ad2d2696765411f09a558878734f76cf,2,3,53631,Notorious - Dead End Butcher,Artful,Miyabi,2,Yanagi,1.0,Yuzuha,2.0,Agent Gulliver,12.12%
ad2d2696765411f09a558878734f76cf,3,3,35682,Notorious - Marionette,Raging Storm,Soldier 0 - Anby,2,Trigger,0.0,Astra Yao,0.0,Plugboo,12.12%
ad2d26ca765411f0b9c38878734f76cf,1,3,46890,Miasmic Fiend - Unfathomable,Artful,Alice,0,Yanagi,0.0,Yuzuha,0.0,Miss Esme,1.75%
ad2d26ca765411f0b9c38878734f76cf,2,3,41908,Notorious - Dead End Butcher,Artful,Miyabi,1,Burnice,0.0,Astra Yao,0.0,Snap,1.75%
ad2d26ca765411f0b9c38878734f76cf,3,3,39304,Notorious - Marionette,Raging Storm,Soldier 0 - Anby,0,Trigger,0.0,Nicole,6.0,Plugboo,1.75%
ad2d26fd765411f09dd18878734f76cf,1,3,40171,Miasmic Fiend - Unfathomable,Power On,Yixuan,2,Pan Yinhu,6.0,Trigger,0.0,Belion,1.25%
ad2d26fd765411f09dd18878734f76cf,2,3,65000,Notorious - Dead End Butcher,Artful,Miyabi,1,Yuzuha,2.0,Soukaku,6.0,Penguinboo,1.25%
ad2d26fd765411f09dd18878734f76cf,3,3,31275,Notorious - Marionette,Power On,Zhu Yuan,0,Nicole,6.0,Astra Yao,2.0,Resonaboo,1.25%
ad2d2731765411f0b7898878734f76cf,1,3,56973,Miasmic Fiend - Unfathomable,Artful,Alice,0,Vivian,2.0,Yuzuha,2.0,Miss Esme,1.91%
ad2d2731765411f0b7898878734f76cf,2,3,33714,Notorious - Dead End Butcher,Raging Storm,Miyabi,2,Yanagi,1.0,Astra Yao,1.0,Agent Gulliver,1.91%
ad2d2731765411f0b7898878734f76cf,3,3,35500,Notorious - Marionette,Power On,Soldier 0 - Anby,3,Trigger,2.0,Nicole,6.0,Plugboo,1.91%
ad2d2764765411f08a298878734f76cf,1,3,27845,Miasmic Fiend - Unfathomable,Artful,Yuzuha,0,Vivian,0.0,Jane,0.0,Bangvolver,12.98%
ad2d2764765411f08a298878734f76cf,2,3,31269,Notorious - Dead End Butcher,Power On,Astra Yao,0,Miyabi,0.0,Yanagi,0.0,Agent Gulliver,12.98%
ad2d2764765411f08a298878734f76cf,3,3,28911,Notorious - Marionette,Power On,Ju Fufu,0,Yixuan,0.0,Pan Yinhu,1.0,Belion,12.98%
ad2d2799765411f0bba38878734f76cf,1,3,21165,Miasmic Fiend - Unfathomable,Artful,Yuzuha,0,Grace,4.0,Piper,6.0,Bangvolver,26.13%
ad2d2799765411f0bba38878734f76cf,2,3,30884,Notorious - Dead End Butcher,Power On,Astra Yao,0,Miyabi,0.0,Vivian,0.0,Resonaboo,26.13%
ad2d2799765411f0bba38878734f76cf,3,3,21891,Notorious - Marionette,Raging Storm,Lycaon,1,Pulchra,6.0,Hugo,0.0,Robin,26.13%
ad2d27cd765411f098b08878734f76cf,1,3,21404,Miasmic Fiend - Unfathomable,Power On,Yixuan,0,Pan Yinhu,6.0,Astra Yao,0.0,Belion,46.68%
ad2d27cd765411f098b08878734f76cf,2,3,37193,Notorious - Dead End Butcher,Raging Storm,Miyabi,2,Vivian,0.0,Yuzuha,0.0,Robin,46.68%
ad2d27fe765411f090338878734f76cf,1,3,23775,Miasmic Fiend - Unfathomable,Raging Storm,Pan Yinhu,6,Koleda,2.0,Yixuan,2.0,Belion,10.1%
ad2d27fe765411f090338878734f76cf,2,3,39771,Notorious - Dead End Butcher,Artful,Burnice,1,Yuzuha,2.0,Vivian,0.0,Robin,10.1%
ad2d27fe765411f090338878734f76cf,3,3,29267,Notorious - Marionette,Power On,Lycaon,0,Soukaku,6.0,Miyabi,2.0,Sharkboo,10.1%
