uid,phase,name,level,cons,weapon,element,artifacts
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Zhu Yuan,50,0,,Ether,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Ellen,50,0,,Ice,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Grace,50,0,,Electric,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Lucy,50,2,,Fire,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Soukaku,50,6,,Ice,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Nicole,50,3,,Ether,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Anby,40,4,,Electric,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Billy,30,0,,Physical,Flex
b57b8fc84e3d11efa4cb28c2dd2980ba,2.2b,Corin,30,3,,Physical,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Zhu Yuan,50,1,,Ether,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Grace,50,0,,Electric,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Koleda,50,1,,Fire,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Soldier 11,50,0,,Fire,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Nicole,50,6,,Ether,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Piper,40,0,,Physical,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Lucy,40,3,,Fire,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Ben,40,6,,Fire,Flex
b57b8fc94e3d11efbcae28c2dd2980ba,2.2b,Anton,40,2,,Electric,Flex
b57b8fca4e3d11efa3a828c2dd2980ba,2.2b,Zhu Yuan,50,0,,Ether,Flex
b57b8fca4e3d11efa3a828c2dd2980ba,2.2b,Rina,50,0,,Electric,Flex
b57b8fca4e3d11efa3a828c2dd2980ba,2.2b,Ellen,50,1,,Ice,Flex
b57b8fca4e3d11efa3a828c2dd2980ba,2.2b,Soukaku,50,6,,Ice,Flex
b57b8fca4e3d11efa3a828c2dd2980ba,2.2b,Anton,50,6,,Electric,Flex
b57b8fca4e3d11efa3a828c2dd2980ba,2.2b,Anby,50,0,,Electric,Flex
